Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
BSU06840	BSU06840	752412	753131	BSU06840-MONOMER
BSU28460	BSU28460	2909030	2909476	BSU28460-MONOMER
BSU06269	BSU06269	680907	681065	BSU06269-MONOMER
BSU27469	BSU27469	2805501	2805692	BSU27469-MONOMER
BSU05520	BSU05520	599107	599343	BSU05520-MONOMER
BSU26680	BSU26680	2726885	2727202	BSU26680-MONOMER
BSU04510	BSU04510	504689	505024	BSU04510-MONOMER
BSU25520	BSU25520	2632882	2633220	BSU25520-MONOMER
BSU03690	BSU03690	419763	419984	BSU03690-MONOMER
BSU24880	BSU24880	2573520	2573693	BSU24880-MONOMER
BSU02150	BSU02150	235625	235873	BSU02150-MONOMER
BSU23900	BSU23900	2484911	2485639	BSU23900-MONOMER
BSU00080	BSU00080	14847	15794	BSU00080-MONOMER
BSU23230	BSU23230	2426867	2427391	BSU23230-MONOMER
BSU22300	BSU22300	2339799	2340761	BSU22300-MONOMER
BSU21720	BSU21720	2290078	2290272	BSU21720-MONOMER
BSU19430	BSU19430	2118504	2119127	BSU19430-MONOMER
G8J2-170	BSU26826	2740769	2740846	MONOMER8J2-56
BSU18810	BSU18810	2049950	2050312	BSU18810-MONOMER
BSU28709	BSU28709	2936269	2936439	BSU28709-MONOMER
BSU17910	BSU17910	1922549	1922767	BSU17910-MONOMER
BSU21925	BSU21925	2307743	2307889	BSU21925-MONOMER
BSU17320	BSU17320	1865876	1866289	BSU17320-MONOMER
BSU11525	BSU11525	1229719	1229841	BSU11525-MONOMER
BSU15360	BSU15360	1608919	1609164	BSU15360-MONOMER
BSU40529	BSU40529	4166815	4166964	BSU40529-MONOMER
BSU14710	BSU14710	1541886	1543826	BSU14710-MONOMER
BSU39800	BSU39800	4087456	4087764	BSU39800-MONOMER
BSU14090	BSU14090	1482248	1483471	BSU14090-MONOMER
BSU39139	BSU39139	4019005	4019136	BSU39139-MONOMER
BSU13290	BSU13290	1395371	1395508	BSU13290-MONOMER
BSU37520	BSU37520	3852186	3852704	BSU37520-MONOMER
BSU12120	BSU12120	1283169	1283336	BSU12120-MONOMER
BSU36220	BSU36220	3728511	3729296	BSU36220-MONOMER
BSU11549	BSU11549	1233133	1233300	BSU11549-MONOMER
BSU35130	BSU35130	3608447	3608773	BSU35130-MONOMER
BSU10280	BSU10280	1102560	1102955	BSU10280-MONOMER
BSU32859	BSU32859	3373743	3373988	BSU32859-MONOMER
BSU09140	BSU09140	988417	988872	BSU09140-MONOMER
BSU32070	BSU32070	3298584	3299240	BSU32070-MONOMER
BSU08500	BSU08500	924468	924578	BSU08500-MONOMER
BSU31110	BSU31110	3190462	3190725	BSU31110-MONOMER
BSU07670	BSU07670	839077	839232	BSU07670-MONOMER
BSU29780	BSU29780	3047593	3048015	BSU29780-MONOMER
BSU06790	BSU06790	746261	746566	BSU06790-MONOMER
BSU28099	BSU28099	2869754	2869945	BSU28099-MONOMER
BSU06130	BSU06130	664319	664669	BSU06130-MONOMER
BSU27370	BSU27370	2795887	2796969	BSU27370-MONOMER
BSU05400	BSU05400	586628	587071	BSU05400-MONOMER
BSU26550	BSU26550	2713949	2714140	BSU26550-MONOMER
BSU04380	BSU04380	492989	493441	BSU04380-MONOMER
BSU25370	BSU25370	2617005	2617424	BSU25370-MONOMER
BSU03240	BSU03240	349996	350853	BSU03240-MONOMER
BSU24800	BSU24800	2565715	2565888	BSU24800-MONOMER
BSU02019	BSU02019	222971	223234	BSU02019-MONOMER
BSU23720	BSU23720	2465966	2466172	BSU23720-MONOMER
BSU23000	BSU23000	2405620	2406342	BSU23000-MONOMER
BSU22240	BSU22240	2337577	2337996	BSU22240-MONOMER
BSU19999	BSU19999	2158120	2158287	BSU19999-MONOMER
BSU19280	BSU19280	2099127	2099360	BSU19280-MONOMER
BSU38495	BSU38495	3951824	3951958	BSU38495-MONOMER
BSU18690	BSU18690	2039610	2040365	BSU18690-MONOMER
BSU27786	BSU27786	2840803	2840925	BSU27786-MONOMER
BSU17780	BSU17780	1911528	1912334	BSU17780-MONOMER
BSU21409	BSU21409	2263251	2263469	BSU21409-MONOMER
BSU16910	BSU16910	1761707	1762573	BSU16910-MONOMER
BSU04345	BSU04345	490546	490749	BSU04345-MONOMER
BSU15070	BSU15070	1575264	1575782	BSU15070-MONOMER
BSU40450	BSU40450	4159005	4159205	BSU40450-MONOMER
BSU14660	BSU14660	1537113	1537301	BSU14660-MONOMER
BSU39590	BSU39590	4066210	4066563	BSU39590-MONOMER
BSU14071	BSU14071	1479137	1480867	BSU14071-MONOMER
BSU38930	BSU38930	3996829	3997092	BSU38930-MONOMER
BSU13060	BSU13060	1374437	1375168	BSU13060-MONOMER
BSU37210	BSU37210	3818906	3819178	BSU37210-MONOMER
BSU12069	BSU12069	1278205	1278399	BSU12069-MONOMER
BSU36180	BSU36180	3725146	3725610	BSU36180-MONOMER
BSU11280	BSU11280	1205165	1205899	BSU11280-MONOMER
BSU34830	BSU34830	3579679	3580038	BSU34830-MONOMER
BSU10100	BSU10100	1083229	1083729	BSU10100-MONOMER
BSU32760	BSU32760	3364618	3364962	BSU32760-MONOMER
BSU08960	BSU08960	972099	972806	BSU08960-MONOMER
BSU31910	BSU31910	3276141	3276434	BSU31910-MONOMER
BSU08160	BSU08160	888143	889366	BSU08160-MONOMER
BSU30840	BSU30840	3154007	3154726	BSU30840-MONOMER
BSU07530	BSU07530	826843	827211	BSU07530-MONOMER
BSU29510	BSU29510	3018778	3019458	BSU29510-MONOMER
BSU06559	BSU06559	713308	713535	BSU06559-MONOMER
BSU27800	BSU27800	2841010	2841300	BSU27800-MONOMER
BSU06040	BSU06040	653432	653812	BSU06040-MONOMER
BSU27240	BSU27240	2784688	2784918	BSU27240-MONOMER
BSU05109	BSU05109	557873	558058	BSU05109-MONOMER
BSU26400	BSU26400	2701979	2702143	BSU26400-MONOMER
BSU04240	BSU04240	475584	475874	BSU04240-MONOMER
BSU25230	BSU25230	2603373	2603867	BSU25230-MONOMER
BSU02940	BSU02940	316512	317603	BSU02940-MONOMER
BSU24590	BSU24590	2551469	2552263	BSU24590-MONOMER
BSU01845	BSU01845	206941	209556	BSU01845-MONOMER
BSU23660	BSU23660	2461873	2462196	BSU23660-MONOMER
BSU22869	BSU22869	2393428	2393559	BSU22869-MONOMER
BSU22160	BSU22160	2329515	2329706	BSU22160-MONOMER
BSU19680	BSU19680	2138868	2139092	BSU19680-MONOMER
BSU19250	BSU19250	2097692	2098024	BSU19250-MONOMER
BSU36739	BSU36739	3775382	3775522	BSU36739-MONOMER
BSU18580	BSU18580	2027509	2027802	BSU18580-MONOMER
BSU27035	BSU27035	2759985	2760152	BSU27035-MONOMER
BSU17720	BSU17720	1905809	1906207	BSU17720-MONOMER
BSU18689	BSU18689	2039415	2039570	BSU18689-MONOMER
BSU16720	BSU16720	1743924	1744181	BSU16720-MONOMER
BSU02585	BSU02585	281675	281809	BSU02585-MONOMER
BSU14980	BSU14980	1568065	1568304	BSU14980-MONOMER
BSU40270	BSU40270	4137626	4138789	BSU40270-MONOMER
BSU14569	BSU14569	1526859	1527017	BSU14569-MONOMER
BSU39339	BSU39339	4041009	4041173	BSU39339-MONOMER
BSU13970	BSU13970	1466638	1467411	BSU13970-MONOMER
BSU38499	BSU38499	3952108	3952257	BSU38499-MONOMER
BSU12619	BSU12619	1330512	1330895	BSU12619-MONOMER
BSU36910	BSU36910	3790644	3791186	BSU36910-MONOMER
BSU12030	BSU12030	1275809	1276291	BSU12030-MONOMER
BSU36080	BSU36080	3717999	3718616	BSU36080-MONOMER
BSU11160	BSU11160	1192254	1192562	BSU11160-MONOMER
BSU34510	BSU34510	3542179	3542691	BSU34510-MONOMER
BSU09980	BSU09980	1072768	1073109	BSU09980-MONOMER
BSU32650	BSU32650	3354212	3354487	BSU32650-MONOMER
BSU08900	BSU08900	967229	967852	BSU08900-MONOMER
BSU31810	BSU31810	3263835	3264224	BSU31810-MONOMER
BSU08040	BSU08040	877599	878051	BSU08040-MONOMER
BSU30659	BSU30659	3136768	3136944	BSU30659-MONOMER
BSU07380	BSU07380	811569	812015	BSU07380-MONOMER
BSU29270	BSU29270	2997301	2998620	BSU29270-MONOMER
BSU06390	BSU06390	697157	697324	BSU06390-MONOMER
BSU27680	BSU27680	2831124	2831780	BSU27680-MONOMER
BSU05760	BSU05760	622293	622790	BSU05760-MONOMER
BSU27190	BSU27190	2778923	2779072	BSU27190-MONOMER
BSU04790	BSU04790	528129	528581	BSU04790-MONOMER
BSU25950	BSU25950	2667390	2668490	BSU25950-MONOMER
BSU04120	BSU04120	463245	463490	BSU04120-MONOMER
BSU25150	BSU25150	2595669	2596412	BSU25150-MONOMER
BSU02619	BSU02619	283816	283992	BSU02619-MONOMER
BSU24490	BSU24490	2541051	2542007	BSU24490-MONOMER
BSU00650	BSU00650	73106	73843	BSU00650-MONOMER
BSU23600	BSU23600	2457349	2458512	BSU23600-MONOMER
BSU22820	BSU22820	2388610	2388813	BSU22820-MONOMER
BSU21990	BSU21990	2310419	2310817	BSU21990-MONOMER
BSU19660	BSU19660	2137602	2137778	BSU19660-MONOMER
BSU18980	BSU18980	2070244	2071086	BSU18980-MONOMER
BSU35678	BSU35678	3666841	3667059	BSU35678-MONOMER
BSU18270	BSU18270	1957451	1957756	BSU18270-MONOMER
BSU26449	BSU26449	2706534	2706782	BSU26449-MONOMER
BSU17559	BSU17559	1885753	1885917	BSU17559-MONOMER
BSU18275	BSU18275	1957746	1957919	BSU18275-MONOMER
BSU15970	BSU15970	1671828	1672160	BSU15970-MONOMER
BSU40939	BSU40939	4203124	4203330	BSU40939-MONOMER
BSU14940	BSU14940	1565347	1565709	BSU14940-MONOMER
BSU40230	BSU40230	4134436	4134915	BSU40230-MONOMER
BSU14420	BSU14420	1511923	1512192	BSU14420-MONOMER
BSU39290	BSU39290	4036344	4036787	BSU39290-MONOMER
BSU13800	BSU13800	1447251	1447541	BSU13800-MONOMER
BSU38180	BSU38180	3918777	3919022	BSU38180-MONOMER
BSU12280	BSU12280	1298612	1299034	BSU12280-MONOMER
BSU36770	BSU36770	3779293	3780033	BSU36770-MONOMER
BSU11940	BSU11940	1266614	1267117	BSU11940-MONOMER
BSU35970	BSU35970	3707144	3707680	BSU35970-MONOMER
BSU11080	BSU11080	1185001	1185588	BSU11080-MONOMER
BSU34210	BSU34210	3513887	3514105	BSU34210-MONOMER
BSU09800	BSU09800	1054746	1055099	BSU09800-MONOMER
BSU32390	BSU32390	3325917	3326765	BSU32390-MONOMER
BSU08750	BSU08750	945520	946404	BSU08750-MONOMER
BSU31500	BSU31500	3235806	3236219	BSU31500-MONOMER
BSU07930	BSU07930	866331	867125	BSU07930-MONOMER
BSU30500	BSU30500	3121538	3122641	BSU30500-MONOMER
BSU07140	BSU07140	784381	785076	BSU07140-MONOMER
BSU28960	BSU28960	2961586	2962431	BSU28960-MONOMER
BSU06330	BSU06330	688184	689146	BSU06330-MONOMER
BSU05560	BSU05560	602185	602427	BSU05560-MONOMER
BSU26930	BSU26930	2751292	2751651	BSU26930-MONOMER
BSU04610	BSU04610	515016	515615	BSU04610-MONOMER
BSU25720	BSU25720	2649842	2650468	BSU25720-MONOMER
BSU03940	BSU03940	446174	446788	BSU03940-MONOMER
BSU25050	BSU25050	2587996	2588424	BSU25050-MONOMER
BSU02300	BSU02300	249595	249873	BSU02300-MONOMER
BSU24110	BSU24110	2507020	2507256	BSU24110-MONOMER
BSU00300	BSU00300	40213	40653	BSU00300-MONOMER
BSU23340	BSU23340	2434143	2434346	BSU23340-MONOMER
BSU22570	BSU22570	2365235	2365681	BSU22570-MONOMER
BSU21860	BSU21860	2300221	2300655	BSU21860-MONOMER
BSU19610	BSU19610	2134244	2134495	BSU19610-MONOMER
G8J2-18	BSU04536	506455	506619	MONOMER8J2-47
BSU18898	BSU18898	2059691	2059864	BSU18898-MONOMER
BSU31725	BSU31725	3257454	3257579	BSU31725-MONOMER
BSU18060	BSU18060	1931545	1931832	BSU18060-MONOMER
BSU25875	BSU25875	2663408	2663554	BSU25875-MONOMER
BSU17530	BSU17530	1884238	1884879	BSU17530-MONOMER
BSU17679	BSU17679	1901781	1901945	BSU17679-MONOMER
BSU15660	BSU15660	1640720	1641595	BSU15660-MONOMER
BSU40750	BSU40750	4186092	4186448	BSU40750-MONOMER
BSU14790	BSU14790	1548389	1548598	BSU14790-MONOMER
BSU40139	BSU40139	4123931	4124089	BSU40139-MONOMER
BSU14160	BSU14160	1487504	1488397	BSU14160-MONOMER
BSU39190	BSU39190	4021429	4021845	BSU39190-MONOMER
BSU13509	BSU13509	1417561	1417716	BSU13509-MONOMER
BSU37950	BSU37950	3895805	3896122	BSU37950-MONOMER
BSU12170	BSU12170	1288541	1289101	BSU12170-MONOMER
BSU36580	BSU36580	3761987	3762421	BSU36580-MONOMER
BSU11920	BSU11920	1265057	1265377	BSU11920-MONOMER
BSU35460	BSU35460	3641811	3642107	BSU35460-MONOMER
BSU11020	BSU11020	1180909	1181400	BSU11020-MONOMER
BSU33410	BSU33410	3427802	3428287	BSU33410-MONOMER
BSU10590	BSU10590	1133498	1135225	BSU10590-MONOMER
BSU33049	BSU33049	3390479	3390664	BSU33049-MONOMER
BSU09630	BSU09630	1038653	1038760	BSU09630-MONOMER
BSU32190	BSU32190	3308368	3308604	BSU32190-MONOMER
BSU08610	BSU08610	931879	934464	BSU08610-MONOMER
BSU31330	BSU31330	3219837	3220241	BSU31330-MONOMER
BSU07770	BSU07770	847282	847482	BSU07770-MONOMER
BSU30080	BSU30080	3078393	3078575	BSU30080-MONOMER
BSU06870	BSU06870	754480	754923	BSU06870-MONOMER
BSU28610	BSU28610	2925640	2925897	BSU28610-MONOMER
BSU06270	BSU06270	681255	681464	BSU06270-MONOMER
BSU27470	BSU27470	2805704	2806228	BSU27470-MONOMER
BSU23260	BSU23260	2428389	2429585	BSU23260-MONOMER
BSU05529	BSU05529	599875	600105	BSU05529-MONOMER
BSU04040	BSU04040	456068	456817	BSU04040-MONOMER
BSU26880	BSU26880	2746608	2747711	BSU26880-MONOMER
BSU23270	BSU23270	2429600	2430247	BSU23270-MONOMER
BSU04530	BSU04530	506322	506501	BSU04530-MONOMER
BSU16670	BSU16670	1737834	1738784	BSU16670-MONOMER
BSU25569	BSU25569	2637369	2637503	BSU25569-MONOMER
BSU23280	BSU23280	2430258	2431343	BSU23280-MONOMER
BSU03788	BSU03788	430185	430274	BSU03788-MONOMER
BSU23250	BSU23250	2427892	2428356	BSU23250-MONOMER
BSU24920	BSU24920	2575717	2576187	BSU24920-MONOMER
BSU15720	BSU15720	1646512	1646994	BSU15720-MONOMER
BSU02160	BSU02160	235965	236882	BSU02160-MONOMER
BSU16870	BSU16870	1759655	1760383	BSU16870-MONOMER
BSU23940	BSU23940	2488953	2489483	BSU23940-MONOMER
BSU10250	BSU10250	1099159	1100154	BSU10250-MONOMER
BSU00220	BSU00220	29481	29705	BSU00220-MONOMER
BSU14560	BSU14560	1526195	1526749	BSU14560-MONOMER
BSU23300	BSU23300	2431737	2432081	BSU23300-MONOMER
BSU29520	BSU29520	3019533	3020027	BSU29520-MONOMER
BSU22330	BSU22330	2344264	2344758	BSU22330-MONOMER
BSU38810	BSU38810	3984133	3985230	BSU38810-MONOMER
BSU21730	BSU21730	2290285	2290848	BSU21730-MONOMER
BSU40150	BSU40150	4124963	4125592	BSU40150-MONOMER
BSU19470	BSU19470	2122325	2122675	BSU19470-MONOMER
BSU33730	BSU33730	3462105	3463250	BSU33730-MONOMER
G8J2-171	BSU26827	2741133	2741294	MONOMER8J2-57
BSU34590	BSU34590	3552369	3553205	BSU34590-MONOMER
BSU18860	BSU18860	2056650	2057006	BSU18860-MONOMER
BSU30290	BSU30290	3100031	3100861	BSU30290-MONOMER
BSU29479	BSU29479	3016471	3016674	BSU29479-MONOMER
BSU34600	BSU34600	3553206	3554513	BSU34600-MONOMER
BSU17960	BSU17960	1924993	1925421	BSU17960-MONOMER
BSU33700	BSU33700	3459806	3460486	BSU33700-MONOMER
BSU22205	BSU22205	2333095	2333223	BSU22205-MONOMER
BSU40140	BSU40140	4124220	4124942	BSU40140-MONOMER
BSU17350	BSU17350	1867790	1868062	BSU17350-MONOMER
BSU33720	BSU33720	3461435	3462088	BSU33720-MONOMER
BSU12875	BSU12875	1354131	1354277	BSU12875-MONOMER
BSU30280	BSU30280	3099123	3100034	BSU30280-MONOMER
BSU15370	BSU15370	1609327	1610163	BSU15370-MONOMER
BSU36510	BSU36510	3756790	3758004	BSU36510-MONOMER
BSU40580	BSU40580	4173114	4173551	BSU40580-MONOMER
BSU40970	BSU40970	4206397	4207158	BSU40970-MONOMER
BSU14720	BSU14720	1543816	1544085	BSU14720-MONOMER
BSU15940	BSU15940	1666560	1670120	BSU15940-MONOMER
BSU39830	BSU39830	4091477	4091728	BSU39830-MONOMER
BSU32350	BSU32350	3322463	3323227	BSU32350-MONOMER
BSU14100	BSU14100	1484117	1484356	BSU14100-MONOMER
BSU40960	BSU40960	4205556	4206404	BSU40960-MONOMER
BSU39150	BSU39150	4019625	4019921	BSU39150-MONOMER
BSU35470	BSU35470	3642167	3643558	BSU35470-MONOMER
BSU13320	BSU13320	1397938	1398093	BSU13320-MONOMER
BSU04920	BSU04920	538061	538309	BSU04920-MONOMER
BSU37590	BSU37590	3858999	3859499	BSU37590-MONOMER
BSU25590	BSU25590	2640513	2641130	BSU25590-MONOMER
BSU12130	BSU12130	1283463	1284362	BSU12130-MONOMER
BSU04930	BSU04930	538322	538846	BSU04930-MONOMER
BSU36269	BSU36269	3733505	3733648	BSU36269-MONOMER
BSU03430	BSU03430	372154	372603	BSU03430-MONOMER
BSU11799	BSU11799	1252815	1253021	BSU11799-MONOMER
BSU34770	BSU34770	3571501	3572388	BSU34770-MONOMER
BSU35140	BSU35140	3608991	3609221	BSU35140-MONOMER
BSU04990	BSU04990	545595	545975	BSU04990-MONOMER
BSU10410	BSU10410	1116583	1116816	BSU10410-MONOMER
BSU04910	BSU04910	536985	538049	BSU04910-MONOMER
BSU32860	BSU32860	3374001	3374333	BSU32860-MONOMER
BSU21480	BSU21480	2269521	2269691	BSU21480-MONOMER
BSU09165	BSU09165	989712	990680	BSU09165-MONOMER
BSU32080	BSU32080	3299344	3299664	BSU32080-MONOMER
BSU08530	BSU08530	926429	926743	BSU08530-MONOMER
BSU31279	BSU31279	3213342	3213596	BSU31279-MONOMER
BSU07680	BSU07680	839339	839653	BSU07680-MONOMER
BSU29830	BSU29830	3053364	3054173	BSU29830-MONOMER
BSU06800	BSU06800	746633	746839	BSU06800-MONOMER
BSU28320	BSU28320	2897788	2898123	BSU28320-MONOMER
BSU06200	BSU06200	673019	673783	BSU06200-MONOMER
BSU27400	BSU27400	2797823	2798089	BSU27400-MONOMER
BSU05408	BSU05408	587157	587336	BSU05408-MONOMER
BSU26570	BSU26570	2715719	2715865	BSU26570-MONOMER
BSU04390	BSU04390	493559	494377	BSU04390-MONOMER
BSU25380	BSU25380	2617449	2618444	BSU25380-MONOMER
BSU03359	BSU03359	365850	366035	BSU03359-MONOMER
BSU24810	BSU24810	2565920	2566234	BSU24810-MONOMER
BSU02080	BSU02080	228331	228522	BSU02080-MONOMER
BSU23740	BSU23740	2467800	2468162	BSU23740-MONOMER
BSU23030	BSU23030	2408405	2409463	BSU23030-MONOMER
BSU22270	BSU22270	2338809	2339180	BSU22270-MONOMER
BSU20000	BSU20000	2158439	2158684	BSU20000-MONOMER
BSU19290	BSU19290	2099446	2099790	BSU19290-MONOMER
BSU40358	BSU40358	4147419	4147547	BSU40358-MONOMER
BSU18700	BSU18700	2040673	2041029	BSU18700-MONOMER
BSU27935	BSU27935	2854637	2854759	BSU27935-MONOMER
BSU17790	BSU17790	1912339	1912956	BSU17790-MONOMER
BSU35850	BSU35850	3695363	3696223	BSU35850-MONOMER
BSU21638	BSU21638	2282505	2282639	BSU21638-MONOMER
BSU17470	BSU17470	1880087	1880377	BSU17470-MONOMER
BSU16970	BSU16970	1768941	1769735	BSU16970-MONOMER
BSU02840	BSU02840	306459	308144	BSU02840-MONOMER
BSU04745	BSU04745	524360	524476	BSU04745-MONOMER
BSU40510	BSU40510	4163643	4165622	BSU40510-MONOMER
BSU15250	BSU15250	1594492	1595187	BSU15250-MONOMER
BSU21710	BSU21710	2288669	2290006	BSU21710-MONOMER
BSU40460	BSU40460	4159253	4159456	BSU40460-MONOMER
BSU26690	BSU26690	2727160	2728482	BSU26690-MONOMER
BSU14680	BSU14680	1538264	1538692	BSU14680-MONOMER
BSU31590	BSU31590	3246152	3246367	BSU31590-MONOMER
BSU39620	BSU39620	4068189	4068536	BSU39620-MONOMER
BSU07750	BSU07750	844770	846185	BSU07750-MONOMER
BSU14072	BSU14072	1480933	1481451	BSU14072-MONOMER
BSU12510	BSU12510	1321329	1321670	BSU12510-MONOMER
BSU38940	BSU38940	3997221	3997709	BSU38940-MONOMER
BSU35660	BSU35660	3664241	3665383	BSU35660-MONOMER
BSU13169	BSU13169	1382457	1382627	BSU13169-MONOMER
BSU17280	BSU17280	1864225	1864677	BSU17280-MONOMER
BSU37340	BSU37340	3835317	3835745	BSU37340-MONOMER
BSU02670	BSU02670	288653	290092	BSU02670-MONOMER
BSU12070	BSU12070	1278565	1278894	BSU12070-MONOMER
BSU40260	BSU40260	4137362	4137610	BSU40260-MONOMER
BSU36200	BSU36200	3727427	3727687	BSU36200-MONOMER
BSU21540	BSU21540	2272896	2273363	BSU21540-MONOMER
BSU11320	BSU11320	1207818	1208057	BSU11320-MONOMER
BSU26470	BSU26470	2708175	2708699	BSU26470-MONOMER
BSU34840	BSU34840	3580053	3581963	BSU34840-MONOMER
BSU31390	BSU31390	3225178	3225570	BSU31390-MONOMER
BSU10210	BSU10210	1096116	1096523	BSU10210-MONOMER
BSU07450	BSU07450	817810	818829	BSU07450-MONOMER
BSU32790	BSU32790	3365831	3366067	BSU32790-MONOMER
BSU12340	BSU12340	1305486	1306565	BSU12340-MONOMER
BSU09030	BSU09030	979939	980313	BSU09030-MONOMER
BSU35380	BSU35380	3636264	3636695	BSU35380-MONOMER
BSU31945	BSU31945	3279573	3280250	BSU31945-MONOMER
BSU17110	BSU17110	1785133	1786107	BSU17110-MONOMER
BSU08170	BSU08170	889372	889686	BSU08170-MONOMER
BSU02490	BSU02490	271800	273167	BSU02490-MONOMER
BSU30890	BSU30890	3159258	3159689	BSU30890-MONOMER
BSU40040	BSU40040	4112073	4113221	BSU40040-MONOMER
BSU07600	BSU07600	833228	834187	BSU07600-MONOMER
BSU21370	BSU21370	2256832	2259459	BSU21370-MONOMER
BSU29640	BSU29640	3033167	3033658	BSU29640-MONOMER
BSU26280	BSU26280	2695173	2696027	BSU26280-MONOMER
BSU06580	BSU06580	716431	716745	BSU06580-MONOMER
BSU31170	BSU31170	3196906	3197892	BSU31170-MONOMER
BSU27809	BSU27809	2841307	2841447	BSU27809-MONOMER
BSU07270	BSU07270	798469	799233	BSU07270-MONOMER
BSU06048	BSU06048	654071	654343	BSU06048-MONOMER
BSU12090	BSU12090	1280626	1280874	BSU12090-MONOMER
BSU27290	BSU27290	2788680	2788883	BSU27290-MONOMER
BSU35180	BSU35180	3615116	3615346	BSU35180-MONOMER
BSU05210	BSU05210	568345	568938	BSU05210-MONOMER
BSU16940	BSU16940	1764645	1765691	BSU16940-MONOMER
BSU26500	BSU26500	2710848	2711075	BSU26500-MONOMER
BSU02290	BSU02290	248749	249540	BSU02290-MONOMER
BSU04290	BSU04290	480875	482584	BSU04290-MONOMER
BSU39850	BSU39850	4092695	4093837	BSU39850-MONOMER
BSU25289	BSU25289	2609750	2609893	BSU25289-MONOMER
BSU21220	BSU21220	2240339	2241136	BSU21220-MONOMER
BSU03100	BSU03100	335329	336090	BSU03100-MONOMER
BSU26130	BSU26130	2682885	2683196	BSU26130-MONOMER
BSU24660	BSU24660	2555887	2556066	BSU24660-MONOMER
BSU30960	BSU30960	3167569	3168600	BSU30960-MONOMER
BSU01870	BSU01870	210224	210514	BSU01870-MONOMER
BSU07050	BSU07050	770234	772096	BSU07050-MONOMER
BSU23670	BSU23670	2462193	2463224	BSU23670-MONOMER
BSU11820	BSU11820	1253713	1255992	BSU11820-MONOMER
BSU22900	BSU22900	2396798	2396974	BSU22900-MONOMER
BSU34930	BSU34930	3588185	3589360	BSU34930-MONOMER
BSU22169	BSU22169	2329870	2330022	BSU22169-MONOMER
