TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU1G01-4778_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_5669,PP_5668,PP_4240,PP_5667,PP_5666	4816375,4815632,4814433,4813637,4812774	4817076,4816375,4815635,4814428,4813637		+	True	G1G01-424-MONOMER
TU1G01-5454_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_4809,PP_4808,PP_4807,PP_4806,PP_4805,PP_4804	5472399,5471921,5470015,5468873,5467845,5466844	5472818,5472439,5471904,5469997,5468891,5467845		-	True	G1G01-424-MONOMER
TU1G01-612_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_0543,PP_0542	628803,627976	630197,628794		-	True	G1G01-424-MONOMER
TU1G01-1704_from_G1G01-424-MONOMER	AE015451.2	PP_1514	1718271	1719239		+	True	G1G01-424-MONOMER
TU1G01-3414_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2	PP_3007,PP_3006,PP_3005	3400673,3400021,3399332	3401200,3400569,3400033		-	True	G1G01-424-MONOMER
TU1G01-408_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_0336,PP_0335	402529,401902	403197,402525		-	True	G1G01-424-MONOMER
TU1G01-7098_from_G1G01-424-MONOMER	AE015451.2	PP_1632	1830262	1830471		+	True	G1G01-424-MONOMER
TU1G01-2370_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_2101,PP_2100	2399659,2396021	2400282,2399656		-	True	G1G01-424-MONOMER
TU1G01-4748_from_G1G01-424-MONOMER	AE015451.2	PP_4208	4752892	4753368		-	True	G1G01-424-MONOMER
TU1G01-5424_from_G1G01-424-MONOMER	AE015451.2	PP_4777	5438484	5438687		+	True	G1G01-424-MONOMER
TU1G01-6090_from_G1G01-424-MONOMER	AE015451.2	PP_5403	6161593	6161904		+	True	G1G01-424-MONOMER
TU1G01-1676_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_1493,PP_1492,PP_1491,PP_1490,PP_1489,PP_1488	1698253,1695968,1695324,1694035,1693532,1691904	1699266,1698256,1695971,1695309,1694038,1693526		+	True	G1G01-424-MONOMER
TU1G01-3386_from_G1G01-424-MONOMER	AE015451.2	PP_2985	3383520	3384065		-	True	G1G01-424-MONOMER
TU1G01-7068_from_G1G01-424-MONOMER	AE015451.2	PP_1807	2031402	2032244		-	True	G1G01-424-MONOMER
TU1G01-2340_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_2076,PP_2075	2361153,2360023	2363876,2361156		-	True	G1G01-424-MONOMER
TU1G01-4056_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_3562,PP_3561	4041053,4040113	4041706,4041060		+	True	G1G01-424-MONOMER
TU1G01-472_from_G1G01-424-MONOMER	AE015451.2	PP_0389	475289	475504		-	True	G1G01-424-MONOMER
TU1G01-5398_from_G1G01-424-MONOMER	AE015451.2	PP_5712	5423619	5424305		+	True	G1G01-424-MONOMER
TU1G01-6060_from_G1G01-424-MONOMER	AE015451.2	PP_5367	6117304	6117774		-	True	G1G01-424-MONOMER
TU1G01-1646_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2	PP_1464,PP_1463,PP_1462	1669432,1668892,1668557	1670184,1669428,1668886		+	True	G1G01-424-MONOMER
TU1G01-3358_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_2956,PP_2955	3359686,3358771	3361266,3359682		-	True	G1G01-424-MONOMER
TU1G01-704_from_G1G01-424-MONOMER	AE015451.2	PP_0625	730461	733025		+	True	G1G01-424-MONOMER
TU1G01-2312_from_G1G01-424-MONOMER	AE015451.2	PP_2057	2340781	2342085		+	True	G1G01-424-MONOMER
TU1G01-4026_from_G1G01-424-MONOMER	AE015451.2	PP_mr44	4013244	4013628		+	True	G1G01-424-MONOMER
TU1G01-4690_from_G1G01-424-MONOMER	AE015451.2	PP_4141	4678701	4679459		-	True	G1G01-424-MONOMER
TU1G01-970_from_G1G01-424-MONOMER	AE015451.2	PP_t68	968898	968982		-	True	G1G01-424-MONOMER
TU1G01-5374_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_4743,PP_5711,PP_4742,PP_4741	5399188,5398730,5396989,5395523	5400624,5399158,5398719,5396992		+	True	G1G01-424-MONOMER
TU1G01-6032_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_5336,PP_5335	6083044,6081951	6083535,6083033		-	True	G1G01-424-MONOMER
TU1G01-1618_from_G1G01-424-MONOMER	AE015451.2	PP_1442	1641780	1642172		-	True	G1G01-424-MONOMER
TU1G01-3328_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_2937,PP_2936	3340860,3339241	3341279,3340827		-	True	G1G01-424-MONOMER
TU1G01-7010_from_G1G01-424-MONOMER	AE015451.2	PP_1909	2154157	2154771		-	True	G1G01-424-MONOMER
TU1G01-2282_from_G1G01-424-MONOMER	AE015451.2	PP_mr30	2302823	2302915		-	True	G1G01-424-MONOMER
TU1G01-40_from_G1G01-424-MONOMER		PP_5422	32403	32575		+	True	G1G01-424-MONOMER
TU1G01-4660_from_G1G01-424-MONOMER	AE015451.2	PP_4107	4642058	4642954		+	True	G1G01-424-MONOMER
TU1G01-940_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2	PP_0805,PP_0804,PP_0803	925189,923024,921843	926625,925192,923027		-	True	G1G01-424-MONOMER
TU1G01-5340_from_G1G01-424-MONOMER	AE015451.2	PP_4719	5366753	5367376		-	True	G1G01-424-MONOMER
TU1G01-6002_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_5315,PP_5314	6062720,6061555	6062887,6062703		-	True	G1G01-424-MONOMER
TU1G01-1590_from_G1G01-424-MONOMER	AE015451.2	PP_1418	1617918	1618898		-	True	G1G01-424-MONOMER
TU1G01-6666_from_G1G01-424-MONOMER	AE015451.2	PP_3512	3984196	3984636		-	True	G1G01-424-MONOMER
TU1G01-330_from_G1G01-424-MONOMER	AE015451.2	PP_5435	332862	333215		+	True	G1G01-424-MONOMER
TU1G01-6982_from_G1G01-424-MONOMER	AE015451.2	PP_2079	2366554	2367012		-	True	G1G01-424-MONOMER
TU1G01-2254_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2	PP_2002,PP_2001,PP_2000	2270406,2269198,2267676	2271179,2270409,2269181		+	True	G1G01-424-MONOMER
TU1G01-3972_from_G1G01-424-MONOMER	AE015451.2	PP_3498	3967873	3969051		+	True	G1G01-424-MONOMER
TU1G01-4632_from_G1G01-424-MONOMER		PP_5653	4619751	4619932		+	True	G1G01-424-MONOMER
TU1G01-912_from_G1G01-424-MONOMER	AE015451.2	PP_0779	896569	897909		+	True	G1G01-424-MONOMER
TU1G01-5312_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_4698,PP_4697	5340152,5338773	5340631,5340155		+	True	G1G01-424-MONOMER
TU1G01-5978_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_5296,PP_5295	6043028,6042064	6043648,6043014		+	True	G1G01-424-MONOMER
TU1G01-1560_from_G1G01-424-MONOMER	AE015451.2	PP_1398	1592673	1593278		-	True	G1G01-424-MONOMER
TU1G01-6638_from_G1G01-424-MONOMER	AE015451.2	PP_3610	4101752	4102516		+	True	G1G01-424-MONOMER
TU1G01-3270_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_2887,PP_2886	3284812,3284282	3285864,3284815		-	True	G1G01-424-MONOMER
TU1G01-1444_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_1275,PP_1274	1457014,1456170	1457478,1456982		-	True	G1G01-424-MONOMER
TU1G01-6954_from_G1G01-424-MONOMER	AE015451.2	PP_2172	2478304	2478747		+	True	G1G01-424-MONOMER
TU1G01-2224_from_G1G01-424-MONOMER	AE015451.2	PP_1980	2243969	2244403		+	True	G1G01-424-MONOMER
TU1G01-3942_from_G1G01-424-MONOMER	AE015451.2	PP_3463	3926831	3928324		+	True	G1G01-424-MONOMER
TU1G01-4602_from_G1G01-424-MONOMER	AE015451.2	PP_4055	4573329	4575482		+	True	G1G01-424-MONOMER
TU1G01-882_from_G1G01-424-MONOMER	AE015451.2	PP_5456	870189	870422		-	True	G1G01-424-MONOMER
TU1G01-5282_from_G1G01-424-MONOMER	AE015451.2	PP_23SG	5307688	5310589		-	True	G1G01-424-MONOMER
TU1G01-5948_from_G1G01-424-MONOMER	AE015451.2	PP_5267	6016911	6017333		-	True	G1G01-424-MONOMER
TU1G01-1532_from_G1G01-424-MONOMER	AE015451.2	PP_5468	1557041	1557274		+	True	G1G01-424-MONOMER
TU1G01-6608_from_G1G01-424-MONOMER	AE015451.2	PP_5612	4190057	4190668		-	True	G1G01-424-MONOMER
TU1G01-3240_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_2865,PP_2864	3266494,3266142	3267396,3266513		-	True	G1G01-424-MONOMER
TU1G01-1416_from_G1G01-424-MONOMER	AE015451.2	PP_1242	1419239	1419511		-	True	G1G01-424-MONOMER
TU1G01-6924_from_G1G01-424-MONOMER	AE015451.2	PP_2292	2618542	2619312		-	True	G1G01-424-MONOMER
TU1G01-2198_from_G1G01-424-MONOMER	AE015451.2	PP_5495	2218414	2218851		-	True	G1G01-424-MONOMER
TU1G01-3914_from_G1G01-424-MONOMER	AE015451.2	PP_3440	3896792	3897910		-	True	G1G01-424-MONOMER
TU1G01-4574_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_4030,PP_4029	4540321,4539454	4541163,4540284		-	True	G1G01-424-MONOMER
TU1G01-854_from_G1G01-424-MONOMER	AE015451.2	PP_0722	838756	839697		-	True	G1G01-424-MONOMER
TU1G01-5254_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_4654,PP_4653	5279782,5278490	5280867,5279785		+	True	G1G01-424-MONOMER
TU1G01-592_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_0529,PP_0528	615243,614359	615485,615246		-	True	G1G01-424-MONOMER
TU1G01-1502_from_G1G01-424-MONOMER	AE015451.2	PP_1346	1534992	1536209		+	True	G1G01-424-MONOMER
TU1G01-6580_from_G1G01-424-MONOMER	AE015451.2	PP_3753	4282141	4283229		-	True	G1G01-424-MONOMER
TU1G01-3212_from_G1G01-424-MONOMER	AE015451.2	PP_2837	3238870	3240180		+	True	G1G01-424-MONOMER
TU1G01-1388_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_1217,PP_1216	1394264,1393650	1395310,1394267		+	True	G1G01-424-MONOMER
TU1G01-6896_from_G1G01-424-MONOMER	AE015451.2	PP_2390	2728273	2729193		+	True	G1G01-424-MONOMER
TU1G01-2168_from_G1G01-424-MONOMER	AE015451.2	PP_1940	2193514	2195664		-	True	G1G01-424-MONOMER
TU1G01-3884_from_G1G01-424-MONOMER	AE015451.2	PP_3416	3867084	3867623		+	True	G1G01-424-MONOMER
TU1G01-4542_from_G1G01-424-MONOMER	AE015451.2	PP_4005	4515399	4516079		+	True	G1G01-424-MONOMER
TU1G01-824_from_G1G01-424-MONOMER	AE015451.2	PP_t70	813224	813300		-	True	G1G01-424-MONOMER
TU1G01-5224_from_G1G01-424-MONOMER	AE015451.2	PP_4624	5248916	5249821		-	True	G1G01-424-MONOMER
TU1G01-5888_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_5225,PP_5224,PP_mr63,PP_5223	5960305,5960079,5959966,5959522	5960637,5960303,5960068,5959932		-	True	G1G01-424-MONOMER
TU1G01-1474_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_1311,PP_1310	1498074,1497413	1499423,1498048		+	True	G1G01-424-MONOMER
TU1G01-6552_from_G1G01-424-MONOMER	AE015451.2	PP_3842	4365212	4366309		+	True	G1G01-424-MONOMER
TU1G01-3184_from_G1G01-424-MONOMER	AE015451.2	PP_2806	3198933	3199514		-	True	G1G01-424-MONOMER
TU1G01-136_from_G1G01-424-MONOMER		PP_0111,PP_0110,PP_0109,PP_0108,PP_0107	116589,115699,114635,114044,113338	117220,116591,115713,114624,114074		+	True	G1G01-424-MONOMER
TU1G01-6866_from_G1G01-424-MONOMER	AE015451.2	PP_2474	2820711	2821331		-	True	G1G01-424-MONOMER
TU1G01-214_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_0162,PP_0161	185617,184656	186138,185612		-	True	G1G01-424-MONOMER
TU1G01-3856_from_G1G01-424-MONOMER	AE015451.2	PP_3395	3845731	3846696		-	True	G1G01-424-MONOMER
TU1G01-4512_from_G1G01-424-MONOMER		PP_3973	4481689	4481840		+	True	G1G01-424-MONOMER
TU1G01-798_from_G1G01-424-MONOMER	AE015451.2	PP_0681	796460	796798		+	True	G1G01-424-MONOMER
TU1G01-5198_from_G1G01-424-MONOMER	AE015451.2	PP_4599	5219101	5220066		+	True	G1G01-424-MONOMER
TU1G01-586_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_0521,PP_0520,PP_0519,PP_0518,PP_0517,PP_0516,PP_0515,PP_0514,PP_0513	606173,605653,604688,604169,603696,602495,601829,600650,600174	606916,606156,605656,604669,604172,603604,602494,601786,600653		+	True	G1G01-424-MONOMER
TU1G01-6522_from_G1G01-424-MONOMER	AE015451.2	PP_3967	4476427	4476867		+	True	G1G01-424-MONOMER
TU1G01-3156_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_2785,PP_2784,PP_2783,PP_2782,PP_2781,PP_2780,PP_2779,PP_2778,PP_2777	3172496,3171729,3170995,3168106,3166864,3165569,3164490,3163211,3162633	3173779,3172493,3171732,3170985,3168075,3166867,3165572,3164488,3163202		+	True	G1G01-424-MONOMER
TU1G01-1330_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_1177,PP_1176	1350534,1350399	1351784,1350533		-	True	G1G01-424-MONOMER
TU1G01-6838_from_G1G01-424-MONOMER	AE015451.2	PP_2566	2929212	2934101		-	True	G1G01-424-MONOMER
TU1G01-2110_from_G1G01-424-MONOMER	AE015451.2	PP_1892	2133824	2134234		-	True	G1G01-424-MONOMER
TU1G01-3826_from_G1G01-424-MONOMER	AE015451.2	PP_3360	3799666	3800790		+	True	G1G01-424-MONOMER
TU1G01-4482_from_G1G01-424-MONOMER	AE015451.2	PP_3949	4453964	4454602		-	True	G1G01-424-MONOMER
TU1G01-768_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2	PP_0663,PP_0662,PP_0661	771702,770317,769408	772139,771705,770292		+	True	G1G01-424-MONOMER
TU1G01-5168_from_G1G01-424-MONOMER	AE015451.2	PP_4568	5188015	5188896		-	True	G1G01-424-MONOMER
TU1G01-5830_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_5172,PP_5171	5897418,5896360	5897600,5897388		-	True	G1G01-424-MONOMER
TU1G01-6494_from_G1G01-424-MONOMER	AE015451.2	PP_4103	4637285	4638901		+	True	G1G01-424-MONOMER
TU1G01-3126_from_G1G01-424-MONOMER	AE015451.2	PP_2744	3126465	3127424		-	True	G1G01-424-MONOMER
TU1G01-1300_from_G1G01-424-MONOMER	AE015451.2	PP_1156	1324134	1325030		-	True	G1G01-424-MONOMER
TU1G01-6808_from_G1G01-424-MONOMER	AE015451.2	PP_2762	3146630	3147868		-	True	G1G01-424-MONOMER
TU1G01-2080_from_G1G01-424-MONOMER	AE015451.2	PP_1867	2089568	2090323		+	True	G1G01-424-MONOMER
TU1G01-38_from_G1G01-424-MONOMER		PP_0027	31405	31844		+	True	G1G01-424-MONOMER
TU1G01-4454_from_G1G01-424-MONOMER	AE015451.2	PP_5648	4433094	4433444		-	True	G1G01-424-MONOMER
TU1G01-7454_from_G1G01-424-MONOMER	AE015451.2	PP_4350	4942566	4943729		+	True	G1G01-424-MONOMER
TU1G01-2746_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2,AE015451.2,AE015451.2	PP_2419,PP_mr33,PP_2418,PP_2417,PP_2416	2765255,2765025,2763907,2762891,2762106	2766415,2765223,2765001,2763910,2762894		-	True	G1G01-424-MONOMER
TU1G01-514_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_0435,PP_0434	521299,520204	522726,521295		-	True	G1G01-424-MONOMER
TU1G01-5800_from_G1G01-424-MONOMER	AE015451.2,AE015451.2,AE015451.2	PP_5137,PP_5136,PP_5135	5861730,5860004,5858960	5862788,5861728,5859985		-	True	G1G01-424-MONOMER
TU1G01-6464_from_G1G01-424-MONOMER	AE015451.2	PP_4227	4799967	4800437		-	True	G1G01-424-MONOMER
TU1G01-3098_from_G1G01-424-MONOMER	AE015451.2	PP_2719	3107902	3108006		-	True	G1G01-424-MONOMER
TU1G01-1272_from_G1G01-424-MONOMER	AE015451.2	PP_1142	1307911	1308288		+	True	G1G01-424-MONOMER
TU1G01-6780_from_G1G01-424-MONOMER	AE015451.2	PP_2948	3352252	3353634		-	True	G1G01-424-MONOMER
TU1G01-2052_from_G1G01-424-MONOMER	AE015451.2	PP_1845	2068176	2068865		-	True	G1G01-424-MONOMER
TU1G01-3770_from_G1G01-424-MONOMER	AE015451.2	PP_3312	3748955	3749344		-	True	G1G01-424-MONOMER
TU1G01-4424_from_G1G01-424-MONOMER	AE015451.2	PP_3898	4412927	4413163		+	True	G1G01-424-MONOMER
TU1G01-7439_from_G1G01-424-MONOMER	AE015451.2,AE015451.2	PP_4651,PP_4650	5275260,5274249	5276696,5275256		-	True	G1G01-424-MONOMER
TU1G01-2718_from_G1G01-424-MONOMER	AE015451.2	PP_2392	2729554	2730597		+	True	G1G01-424-MONOMER
TU1G01-5110_from_G1G01-424-MONOMER	AE015451.2	PP_4519	5132919	5134277		+	True	G1G01-424-MONOMER
