TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU8J2-66_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU27300,BSU27310	2788920	2791440		-	True	BSU25200-MONOMER
TU8J2-713_from_BSU25200-MONOMER	NC_000964.3	BSU23300	2431737	2432081		-	True	BSU25200-MONOMER
TU8J2-1401_from_BSU25200-MONOMER	NC_000964.3	BSU13350	1398975	1400096		-	True	BSU25200-MONOMER
TU8J2-1455_from_BSU25200-MONOMER	NC_000964.3	BSU19639	2136373	2136498		+	True	BSU25200-MONOMER
TU8J2-992_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3	BSU08280,BSU08270,BSU08260	900080	903687		+	True	BSU25200-MONOMER
TU8J2-3032_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU03730,BSU03740	424208	426364		-	True	BSU25200-MONOMER
TU8J2-2962_from_BSU25200-MONOMER	NC_000964.3	BSU02240	245190	246131		+	True	BSU25200-MONOMER
TU8J2-367_from_BSU25200-MONOMER	NC_000964.3	BSU36970	3794676	3795350		-	True	BSU25200-MONOMER
TU8J2-1157_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU02520,BSU02510,BSU02500,BSU02490,BSU02480,BSU02470,BSU02460	267890	276758		+	True	BSU25200-MONOMER
TU8J2-699_from_BSU25200-MONOMER	NC_000964.3	BSU23720	2465966	2466172		+	True	BSU25200-MONOMER
TU8J2-645_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU25840,BSU25830	2659213	2660464		+	True	BSU25200-MONOMER
TU8J2-1440_from_BSU25200-MONOMER	NC_000964.3	BSU18820	2050689	2050952		+	True	BSU25200-MONOMER
TU8J2-1388_from_BSU25200-MONOMER	NC_000964.3	BSU11820	1253713	1255992		-	True	BSU25200-MONOMER
TU8J2-3016_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU13460,BSU13450	1411892	1413789		+	True	BSU25200-MONOMER
TU8J2-978_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3	BSU08490,BSU08500,BSU08510	924210	925544		-	True	BSU25200-MONOMER
TU8J2-352_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU37310,BSU37320	3831512	3833514		-	True	BSU25200-MONOMER
TU8J2-2948_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3	BSU12030,BSU12020,BSU12010	1272725	1276291		+	True	BSU25200-MONOMER
TU8J2-684_from_BSU25200-MONOMER	NC_000964.3	BSU24110	2507020	2507256		+	True	BSU25200-MONOMER
TU8J2-1142_from_BSU25200-MONOMER	NC_000964.3	BSU02820	304430	305551		+	True	BSU25200-MONOMER
TU8J2-1426_from_BSU25200-MONOMER	NC_000964.3	BSU17630	1896424	1897839		+	True	BSU25200-MONOMER
TU8J2-630_from_BSU25200-MONOMER	NC_000964.3	BSU27630	2825846	2826169		-	True	BSU25200-MONOMER
TU8J2-300_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU38650,BSU38660,BSU38670,BSU38680,BSU38690,BSU38700	3967944	3970848		-	True	BSU25200-MONOMER
TU8J2-1373_from_BSU25200-MONOMER	NC_000964.3	BSU09980	1072768	1073109		+	True	BSU25200-MONOMER
TU8J2-67_from_BSU25200-MONOMER	NC_000964.3	BSU28320	2897788	2898123		+	True	BSU25200-MONOMER
TU8J2-963_from_BSU25200-MONOMER	NC_000964.3	BSU08960	972099	972806		+	True	BSU25200-MONOMER
TU8J2-1411_from_BSU25200-MONOMER	NC_000964.3	BSU13970	1466638	1467411		-	True	BSU25200-MONOMER
TU8J2-281_from_BSU25200-MONOMER	G8J2-180,NC_000964.3	G8J2-180,BSU39010	1	4005136		-	True	BSU25200-MONOMER
TU8J2-2978_from_BSU25200-MONOMER	NC_000964.3	BSU10730	1150850	1151020		-	True	BSU25200-MONOMER
TU8J2-1128_from_BSU25200-MONOMER	NC_000964.3	BSU03140	339156	339749		-	True	BSU25200-MONOMER
TU8J2-1167_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU02080,BSU02070	228066	228522		+	True	BSU25200-MONOMER
TU8J2-616_from_BSU25200-MONOMER	NC_000964.3	BSU28070	2864426	2865172		-	True	BSU25200-MONOMER
TU8J2-655_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU25520,BSU25530	2632882	2634442		-	True	BSU25200-MONOMER
TU8J2-1359_from_BSU25200-MONOMER	NC_000964.3	BSU08779	954579	954851		-	True	BSU25200-MONOMER
TU8J2-1398_from_BSU25200-MONOMER	NC_000964.3	BSU12470	1318528	1318905		-	True	BSU25200-MONOMER
TU8J2-949_from_BSU25200-MONOMER	NC_000964.3	BSU09410	1017083	1018468		-	True	BSU25200-MONOMER
TU8J2-988_from_BSU25200-MONOMER	NC_000964.3	BSU08360	910840	911928		+	True	BSU25200-MONOMER
TU8J2-267_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU39400,BSU39410,BSU39420,BSU39430	4049009	4053320		-	True	BSU25200-MONOMER
TU8J2-2958_from_BSU25200-MONOMER	NC_000964.3	BSU35490	3644607	3645296		-	True	BSU25200-MONOMER
TU8J2-1113_from_BSU25200-MONOMER	NC_000964.3	BSU03530	403217	404443		+	True	BSU25200-MONOMER
TU8J2-1152_from_BSU25200-MONOMER	NC_000964.3	BSU02660	287499	288611		+	True	BSU25200-MONOMER
TU8J2-601_from_BSU25200-MONOMER	NC_000964.3	BSU28410	2904727	2904951		-	True	BSU25200-MONOMER
TU8J2-640_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU26990,BSU26980,BSU26970,BSU26960,BSU26950	2752802	2755119		+	True	BSU25200-MONOMER
TU8J2-1344_from_BSU25200-MONOMER	NC_000964.3	BSU05680	613641	614849		+	True	BSU25200-MONOMER
TU8J2-1383_from_BSU25200-MONOMER	NC_000964.3	BSU11030	1181499	1182395		+	True	BSU25200-MONOMER
TU8J2-934_from_BSU25200-MONOMER	NC_000964.3	BSU10010	1074646	1075164		-	True	BSU25200-MONOMER
TU8J2-973_from_BSU25200-MONOMER	NC_000964.3	BSU08600	930818	931807		+	True	BSU25200-MONOMER
TU8J2-252_from_BSU25200-MONOMER	NC_000964.3	BSU39840	4091845	4092666		+	True	BSU25200-MONOMER
TU8J2-291_from_BSU25200-MONOMER	NC_000964.3	BSU38830	3986428	3987885		+	True	BSU25200-MONOMER
TU8J2-11_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU00880,BSU00870,BSU00860,BSU00850,BSU00840,BSU00830	101449	108558		+	True	BSU25200-MONOMER
TU8J2-1138_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3	BSU03000,BSU02990,BSU02980	321013	324000		+	True	BSU25200-MONOMER
TU8J2-588_from_BSU25200-MONOMER	NC_000964.3	BSU28690	2934594	2935928		+	True	BSU25200-MONOMER
TU8J2-626_from_BSU25200-MONOMER	NC_000964.3	BSU27810	2841611	2843065		+	True	BSU25200-MONOMER
TU8J2-133_from_BSU25200-MONOMER	NC_000964.3	BSU11990	1269733	1270080		-	True	BSU25200-MONOMER
TU8J2-1369_from_BSU25200-MONOMER	NC_000964.3	BSU09880	1061491	1062258		+	True	BSU25200-MONOMER
TU8J2-585_from_BSU25200-MONOMER	NC_000964.3	BSU28810	2949053	2950024		-	True	BSU25200-MONOMER
TU8J2-959_from_BSU25200-MONOMER	NC_000964.3	BSU09100	984262	984465		-	True	BSU25200-MONOMER
TU8J2-1327_from_BSU25200-MONOMER	NC_000964.3	BSU04039	455771	455935		-	True	BSU25200-MONOMER
TU8J2-277_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU39070,BSU39080	4011842	4013699		-	True	BSU25200-MONOMER
TU8J2-917_from_BSU25200-MONOMER	NC_000964.3	BSU10610	1135699	1136136		-	True	BSU25200-MONOMER
TU8J2-1123_from_BSU25200-MONOMER	NC_000964.3	BSU03330	362937	364142		+	True	BSU25200-MONOMER
TU8J2-235_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU40140,BSU40150,BSU40160,BSU40170,BSU40180	4124220	4127647		-	True	BSU25200-MONOMER
TU8J2-611_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU28190,BSU28200	2879882	2882790		-	True	BSU25200-MONOMER
TU8J2-1082_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU04370,BSU04380	492654	493441		-	True	BSU25200-MONOMER
TU8J2-1354_from_BSU25200-MONOMER	NC_000964.3	BSU07220	789652	790155		-	True	BSU25200-MONOMER
TU8J2-570_from_BSU25200-MONOMER	NC_000964.3	BSU29160	2983164	2984279		+	True	BSU25200-MONOMER
TU8J2-944_from_BSU25200-MONOMER	NC_000964.3	BSU09460	1023350	1024747		+	True	BSU25200-MONOMER
TU8J2-1312_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU31570,BSU31560,BSU31550,BSU31540	3239930	3244616		+	True	BSU25200-MONOMER
TU8J2-262_from_BSU25200-MONOMER	NC_000964.3	BSU39580	4065597	4065962		+	True	BSU25200-MONOMER
TU8J2-902_from_BSU25200-MONOMER	NC_000964.3	BSU11730	1248665	1249348		+	True	BSU25200-MONOMER
TU8J2-1109_from_BSU25200-MONOMER	NC_000964.3	BSU03660	415350	416195		+	True	BSU25200-MONOMER
TU8J2-220_from_BSU25200-MONOMER	NC_000964.3	BSU40530	4167110	4167592		+	True	BSU25200-MONOMER
TU8J2-598_from_BSU25200-MONOMER	NC_000964.3	BSU28470	2909520	2910746		-	True	BSU25200-MONOMER
TU8J2-1068_from_BSU25200-MONOMER	NC_000964.3	BSU05440	592303	593205		-	True	BSU25200-MONOMER
TU8J2-134_from_BSU25200-MONOMER	NC_000964.3	BSU07840	855114	859502		-	True	BSU25200-MONOMER
TU8J2-556_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU29500,BSU29510	3018309	3019458		-	True	BSU25200-MONOMER
TU8J2-93_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU36250,BSU36260	3731822	3733271		-	True	BSU25200-MONOMER
TU8J2-1299_from_BSU25200-MONOMER	NC_000964.3	BSU30700	3138978	3139226		-	True	BSU25200-MONOMER
TU8J2-248_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU39930,BSU39920,BSU39910,BSU39900,BSU39890	4097416	4102365		+	True	BSU25200-MONOMER
TU8J2-889_from_BSU25200-MONOMER	NC_000964.3	BSU12510	1321329	1321670		-	True	BSU25200-MONOMER
TU8J2-1095_from_BSU25200-MONOMER	NC_000964.3	BSU04000	452830	453894		+	True	BSU25200-MONOMER
TU8J2-206_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU40880,BSU40870	4196786	4198538		-	True	BSU25200-MONOMER
TU8J2-1092_from_BSU25200-MONOMER	NC_000964.3	BSU04030	455346	455738		+	True	BSU25200-MONOMER
TU8J2-1053_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU06160,BSU06150	667466	669992		+	True	BSU25200-MONOMER
TU8J2-580_from_BSU25200-MONOMER	NC_000964.3	BSU28920	2955783	2956508		-	True	BSU25200-MONOMER
TU8J2-541_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3	BSU29760,BSU29770,BSU29780	3046757	3048015		-	True	BSU25200-MONOMER
TU8J2-1322_from_BSU25200-MONOMER	NC_000964.3	BSU03110	336092	337432		-	True	BSU25200-MONOMER
TU8J2-1284_from_BSU25200-MONOMER	NC_000964.3	BSU_misc_RNA_55	3450712	3451071		-	True	BSU25200-MONOMER
TU8J2-912_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU11250,BSU11240,BSU11230,BSU11220,BSU11210,BSU11200,BSU11190	1195034	1204420		+	True	BSU25200-MONOMER
TU8J2-874_from_BSU25200-MONOMER	NC_000964.3	BSU13470	1413800	1413994		-	True	BSU25200-MONOMER
TU8J2-230_from_BSU25200-MONOMER	NC_000964.3	BSU40290	4139679	4140149		-	True	BSU25200-MONOMER
TU8J2-191_from_BSU25200-MONOMER	NC_000964.3	BSU18280	1958027	1959559		-	True	BSU25200-MONOMER
TU8J2-1078_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3	BSU04470,BSU04460,BSU04450	497768	501431		+	True	BSU25200-MONOMER
TU8J2-1039_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU06839,BSU06830	750959	752252		+	True	BSU25200-MONOMER
TU8J2-566_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU29240,BSU29239	2994756	2995597		+	True	BSU25200-MONOMER
TU8J2-527_from_BSU25200-MONOMER	NC_000964.3	BSU30320	3102629	3105043		-	True	BSU25200-MONOMER
TU8J2-1308_from_BSU25200-MONOMER	NC_000964.3	BSU07150	785113	785439		-	True	BSU25200-MONOMER
TU8J2-127_from_BSU25200-MONOMER	NC_000964.3	BSU00130	20880	22157		+	True	BSU25200-MONOMER
TU8J2-899_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU11880,BSU11870	1258492	1260778		+	True	BSU25200-MONOMER
TU8J2-86_from_BSU25200-MONOMER	NC_000964.3	BSU23830	2476969	2477730		+	True	BSU25200-MONOMER
TU8J2-216_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU40620,BSU40610,BSU40600,BSU40590,BSU40580	4173114	4176525		+	True	BSU25200-MONOMER
TU8J2-177_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU33780,BSU33790	3466434	3467326		-	True	BSU25200-MONOMER
TU8J2-1063_from_BSU25200-MONOMER	NC_000964.3	BSU05630	608246	608764		-	True	BSU25200-MONOMER
TU8J2-1024_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3	BSU07450,BSU07460	817810	820531		-	True	BSU25200-MONOMER
TU8J2-551_from_BSU25200-MONOMER	NC_000964.3	BSU29610	3029729	3031417		-	True	BSU25200-MONOMER
TU8J2-512_from_BSU25200-MONOMER	NC_000964.3	BSU30840	3154007	3154726		+	True	BSU25200-MONOMER
TU8J2-1294_from_BSU25200-MONOMER	NC_000964.3	BSU18130	1940625	1942124		+	True	BSU25200-MONOMER
TU8J2-1255_from_BSU25200-MONOMER	NC_000964.3	BSU05720	618095	619282		+	True	BSU25200-MONOMER
TU8J2-884_from_BSU25200-MONOMER	NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3,NC_000964.3	BSU12960,BSU12950,BSU12940,BSU12930,BSU12920	1360401	1365800		+	True	BSU25200-MONOMER
TU8J2-845_from_BSU25200-MONOMER	NC_000964.3	BSU14800	1548681	1549310		-	True	BSU25200-MONOMER
