TU_id	replicon	genes	start	stop	tss	strand	rho_dependent	rnapol
TU1W2W-950_from_EWS79_RS07230-MONOMER	EWS79_RS07955	EWS79_RS07955	1	336		-	True	EWS79_RS07230-MONOMER
TU1W2W-797_from_EWS79_RS07230-MONOMER	EWS79_RS06785	EWS79_RS06785	1	579		-	True	EWS79_RS07230-MONOMER
TU1W2W-932_from_EWS79_RS07230-MONOMER	EWS79_RS07840	EWS79_RS07840	1	255		+	True	EWS79_RS07230-MONOMER
TU1W2W-518_from_EWS79_RS07230-MONOMER	EWS79_RS04475,EWS79_RS04470,EWS79_RS04465	EWS79_RS04475,EWS79_RS04470,EWS79_RS04465	1	1338		+	True	EWS79_RS07230-MONOMER
TU1W2W-938_from_EWS79_RS07230-MONOMER	EWS79_RS07870	EWS79_RS07870	1	498		+	True	EWS79_RS07230-MONOMER
TU1W2W-724_from_EWS79_RS07230-MONOMER	EWS79_RS06205	EWS79_RS06205	1	249		-	True	EWS79_RS07230-MONOMER
TU1W2W-572_from_EWS79_RS07230-MONOMER	EWS79_RS04975	EWS79_RS04975	1	1473		+	True	EWS79_RS07230-MONOMER
TU1W2W-899_from_EWS79_RS07230-MONOMER	EWS79_RS07590	EWS79_RS07590	1	540		-	True	EWS79_RS07230-MONOMER
TU1W2W-823_from_EWS79_RS07230-MONOMER	EWS79_RS07000	EWS79_RS07000	1	930		+	True	EWS79_RS07230-MONOMER
TU1W2W-343_from_EWS79_RS07230-MONOMER	EWS79_RS02940	EWS79_RS02940	1	318		+	True	EWS79_RS07230-MONOMER
TU1W2W-174_from_EWS79_RS07230-MONOMER	EWS79_RS01365	EWS79_RS01365	1	945		+	True	EWS79_RS07230-MONOMER
TU1W2W-686_from_EWS79_RS07230-MONOMER	EWS79_RS05935	EWS79_RS05935	1	2811		+	True	EWS79_RS07230-MONOMER
TU1W2W-495_from_EWS79_RS07230-MONOMER	EWS79_RS04245,EWS79_RS04240,EWS79_RS04235	EWS79_RS04245,EWS79_RS04240,EWS79_RS04235	1	858		-	True	EWS79_RS07230-MONOMER
TU1W2W-1225_from_EWS79_RS07230-MONOMER	EWS79_RS01410	EWS79_RS01410	1	717		-	True	EWS79_RS07230-MONOMER
TU1W2W-858_from_EWS79_RS07230-MONOMER	EWS79_RS07260,EWS79_RS07255,EWS79_RS07250,EWS79_RS07240	EWS79_RS07260,EWS79_RS07255,EWS79_RS07250,EWS79_RS07240	1	1740		+	True	EWS79_RS07230-MONOMER
TU1W2W-634_from_EWS79_RS07230-MONOMER	EWS79_RS05480	EWS79_RS05480	1	936		-	True	EWS79_RS07230-MONOMER
TU1W2W-32_from_EWS79_RS07230-MONOMER	EWS79_RS00295,EWS79_RS00290	EWS79_RS00295,EWS79_RS00290	1	1362		-	True	EWS79_RS07230-MONOMER
TU1W2W-66_from_EWS79_RS07230-MONOMER	EWS79_RS00540	EWS79_RS00540	1	945		-	True	EWS79_RS07230-MONOMER
TU1W2W-575_from_EWS79_RS07230-MONOMER	EWS79_RS04995,EWS79_RS04990	EWS79_RS04995,EWS79_RS04990	1	477		-	True	EWS79_RS07230-MONOMER
TU1W2W-671_from_EWS79_RS07230-MONOMER	EWS79_RS05805	EWS79_RS05805	1	855		-	True	EWS79_RS07230-MONOMER
TU1W2W-360_from_EWS79_RS07230-MONOMER	EWS79_RS03065	EWS79_RS03065	1	708		-	True	EWS79_RS07230-MONOMER
TU1W2W-298_from_EWS79_RS07230-MONOMER	EWS79_RS02500	EWS79_RS02500	1	885		-	True	EWS79_RS07230-MONOMER
TU1W2W-734_from_EWS79_RS07230-MONOMER	EWS79_RS06260	EWS79_RS06260	1	801		-	True	EWS79_RS07230-MONOMER
TU1W2W-1238_from_EWS79_RS07230-MONOMER	EWS79_RS00875	EWS79_RS00875	1	633		+	True	EWS79_RS07230-MONOMER
TU1W2W-74_from_EWS79_RS07230-MONOMER	EWS79_RS00580	EWS79_RS00580	1	480		-	True	EWS79_RS07230-MONOMER
TU1W2W-202_from_EWS79_RS07230-MONOMER	EWS79_RS01560	EWS79_RS01560	1	975		+	True	EWS79_RS07230-MONOMER
TU1W2W-819_from_EWS79_RS07230-MONOMER	EWS79_RS06950	EWS79_RS06950	1	76		+	True	EWS79_RS07230-MONOMER
TU1W2W-176_from_EWS79_RS07230-MONOMER	EWS79_RS01380	EWS79_RS01380	1	513		+	True	EWS79_RS07230-MONOMER
TU1W2W-1059_from_EWS79_RS07230-MONOMER	EWS79_RS08985	EWS79_RS08985	1	1446		+	True	EWS79_RS07230-MONOMER
TU1W2W-54_from_EWS79_RS07230-MONOMER	EWS79_RS00460	EWS79_RS00460	1	351		+	True	EWS79_RS07230-MONOMER
TU1W2W-435_from_EWS79_RS07230-MONOMER	EWS79_RS03765	EWS79_RS03765	1	579		-	True	EWS79_RS07230-MONOMER
TU1W2W-281_from_EWS79_RS07230-MONOMER	EWS79_RS02355	EWS79_RS02355	1	390		+	True	EWS79_RS07230-MONOMER
TU1W2W-347_from_EWS79_RS07230-MONOMER	EWS79_RS02980	EWS79_RS02980	1	810		-	True	EWS79_RS07230-MONOMER
TU1W2W-807_from_EWS79_RS07230-MONOMER	EWS79_RS06850	EWS79_RS06850	1	3525		-	True	EWS79_RS07230-MONOMER
TU1W2W-143_from_EWS79_RS07230-MONOMER	EWS79_RS01145	EWS79_RS01145	1	1428		-	True	EWS79_RS07230-MONOMER
TU1W2W-42_from_EWS79_RS07230-MONOMER	EWS79_RS00370	EWS79_RS00370	1	693		-	True	EWS79_RS07230-MONOMER
TU1W2W-179_from_EWS79_RS07230-MONOMER	EWS79_RS01405	EWS79_RS01405	1	597		+	True	EWS79_RS07230-MONOMER
TU1W2W-249_from_EWS79_RS07230-MONOMER	EWS79_RS02030,EWS79_RS02025,EWS79_RS02020,EWS79_RS02015,EWS79_RS02010	EWS79_RS02030,EWS79_RS02025,EWS79_RS02020,EWS79_RS02015,EWS79_RS02010	1	1140		-	True	EWS79_RS07230-MONOMER
TU1W2W-77_from_EWS79_RS07230-MONOMER	EWS79_RS00605	EWS79_RS00605	1	807		-	True	EWS79_RS07230-MONOMER
TU1W2W-1177_from_EWS79_RS07230-MONOMER	EWS79_RS03925	EWS79_RS03925	1	384		+	True	EWS79_RS07230-MONOMER
TU1W2W-699_from_EWS79_RS07230-MONOMER	EWS79_RS06025	EWS79_RS06025	1	1101		-	True	EWS79_RS07230-MONOMER
TU1W2W-89_from_EWS79_RS07230-MONOMER	EWS79_RS00685	EWS79_RS00685	1	531		+	True	EWS79_RS07230-MONOMER
TU1W2W-876_from_EWS79_RS07230-MONOMER	EWS79_RS07415	EWS79_RS07415	1	990		+	True	EWS79_RS07230-MONOMER
TU1W2W-925_from_EWS79_RS07230-MONOMER	EWS79_RS07775	EWS79_RS07775	1	1188		+	True	EWS79_RS07230-MONOMER
TU1W2W-75_from_EWS79_RS07230-MONOMER	EWS79_RS00590,EWS79_RS00585	EWS79_RS00590,EWS79_RS00585	1	960		+	True	EWS79_RS07230-MONOMER
TU1W2W-1091_from_EWS79_RS07230-MONOMER	EWS79_RS08020	EWS79_RS08020	1	1788		+	True	EWS79_RS07230-MONOMER
TU1W2W-236_from_EWS79_RS07230-MONOMER	EWS79_RS01885,EWS79_RS01880,EWS79_RS01875	EWS79_RS01885,EWS79_RS01880,EWS79_RS01875	1	705		+	True	EWS79_RS07230-MONOMER
TU1W2W-1206_from_EWS79_RS07230-MONOMER	EWS79_RS02470	EWS79_RS02470	1	2418		-	True	EWS79_RS07230-MONOMER
TU1W2W-729_from_EWS79_RS07230-MONOMER	EWS79_RS06235	EWS79_RS06235	1	699		-	True	EWS79_RS07230-MONOMER
TU1W2W-735_from_EWS79_RS07230-MONOMER	EWS79_RS06265	EWS79_RS06265	1	174		+	True	EWS79_RS07230-MONOMER
TU1W2W-258_from_EWS79_RS07230-MONOMER	EWS79_RS02105	EWS79_RS02105	1	1800		+	True	EWS79_RS07230-MONOMER
TU1W2W-1060_from_EWS79_RS07230-MONOMER	EWS79_RS09005,EWS79_RS09000,EWS79_RS08995,EWS79_RS08990	EWS79_RS09005,EWS79_RS09000,EWS79_RS08995,EWS79_RS08990	1	1866		-	True	EWS79_RS07230-MONOMER
TU1W2W-1052_from_EWS79_RS07230-MONOMER	EWS79_RS08935	EWS79_RS08935	1	2562		+	True	EWS79_RS07230-MONOMER
TU1W2W-742_from_EWS79_RS07230-MONOMER	EWS79_RS06320,EWS79_RS06315	EWS79_RS06320,EWS79_RS06315	1	1089		+	True	EWS79_RS07230-MONOMER
TU1W2W-1044_from_EWS79_RS07230-MONOMER	EWS79_RS08890	EWS79_RS08890	1	1677		-	True	EWS79_RS07230-MONOMER
TU1W2W-763_from_EWS79_RS07230-MONOMER	EWS79_RS06535	EWS79_RS06535	1	810		-	True	EWS79_RS07230-MONOMER
TU1W2W-273_from_EWS79_RS07230-MONOMER	EWS79_RS02235	EWS79_RS02235	1	312		+	True	EWS79_RS07230-MONOMER
TU1W2W-989_from_EWS79_RS07230-MONOMER	EWS79_RS08335	EWS79_RS08335	1	2796		-	True	EWS79_RS07230-MONOMER
TU1W2W-959_from_EWS79_RS07230-MONOMER	EWS79_RS08010	EWS79_RS08010	1	240		-	True	EWS79_RS07230-MONOMER
TU1W2W-211_from_EWS79_RS07230-MONOMER	EWS79_RS01635	EWS79_RS01635	1	915		+	True	EWS79_RS07230-MONOMER
TU1W2W-261_from_EWS79_RS07230-MONOMER	EWS79_RS02120	EWS79_RS02120	1	1251		+	True	EWS79_RS07230-MONOMER
TU1W2W-370_from_EWS79_RS07230-MONOMER	EWS79_RS03150	EWS79_RS03150	1	1527		+	True	EWS79_RS07230-MONOMER
TU1W2W-1063_from_EWS79_RS07230-MONOMER	EWS79_RS09030	EWS79_RS09030	1	501		+	True	EWS79_RS07230-MONOMER
TU1W2W-182_from_EWS79_RS07230-MONOMER	EWS79_RS01425	EWS79_RS01425	1	1380		+	True	EWS79_RS07230-MONOMER
TU1W2W-1109_from_EWS79_RS07230-MONOMER	EWS79_RS07060	EWS79_RS07060	1	297		+	True	EWS79_RS07230-MONOMER
TU1W2W-440_from_EWS79_RS07230-MONOMER	EWS79_RS03805,EWS79_RS03800	EWS79_RS03805,EWS79_RS03800	1	1116		+	True	EWS79_RS07230-MONOMER
TU1W2W-431_from_EWS79_RS07230-MONOMER	EWS79_RS03720,EWS79_RS03715	EWS79_RS03720,EWS79_RS03715	1	1947		+	True	EWS79_RS07230-MONOMER
TU1W2W-1056_from_EWS79_RS07230-MONOMER	EWS79_RS08965	EWS79_RS08965	1	642		-	True	EWS79_RS07230-MONOMER
TU1W2W-278_from_EWS79_RS07230-MONOMER	EWS79_RS02335	EWS79_RS02335	1	492		+	True	EWS79_RS07230-MONOMER
TU1W2W-404_from_EWS79_RS07230-MONOMER	EWS79_RS03465,EWS79_RS03460,EWS79_RS03455	EWS79_RS03465,EWS79_RS03460,EWS79_RS03455	1	1479		-	True	EWS79_RS07230-MONOMER
TU1W2W-723_from_EWS79_RS07230-MONOMER	EWS79_RS06200,EWS79_RS06195	EWS79_RS06200,EWS79_RS06195	1	846		-	True	EWS79_RS07230-MONOMER
TU1W2W-201_from_EWS79_RS07230-MONOMER	EWS79_RS01555,EWS79_RS01550	EWS79_RS01555,EWS79_RS01550	1	1824		+	True	EWS79_RS07230-MONOMER
TU1W2W-394_from_EWS79_RS07230-MONOMER	EWS79_RS03330	EWS79_RS03330	1	444		+	True	EWS79_RS07230-MONOMER
TU1W2W-230_from_EWS79_RS07230-MONOMER	EWS79_RS01845	EWS79_RS01845	1	873		-	True	EWS79_RS07230-MONOMER
TU1W2W-578_from_EWS79_RS07230-MONOMER	EWS79_RS05035,EWS79_RS05030,EWS79_RS05025	EWS79_RS05035,EWS79_RS05030,EWS79_RS05025	1	1161		+	True	EWS79_RS07230-MONOMER
TU1W2W-602_from_EWS79_RS07230-MONOMER	EWS79_RS05225	EWS79_RS05225	1	303		+	True	EWS79_RS07230-MONOMER
TU1W2W-650_from_EWS79_RS07230-MONOMER	EWS79_RS05575	EWS79_RS05575	1	489		-	True	EWS79_RS07230-MONOMER
TU1W2W-1003_from_EWS79_RS07230-MONOMER	EWS79_RS08475	EWS79_RS08475	1	2655		+	True	EWS79_RS07230-MONOMER
TU1W2W-252_from_EWS79_RS07230-MONOMER	EWS79_RS02060	EWS79_RS02060	1	1293		-	True	EWS79_RS07230-MONOMER
TU1W2W-30_from_EWS79_RS07230-MONOMER	EWS79_RS00280	EWS79_RS00280	1	438		+	True	EWS79_RS07230-MONOMER
TU1W2W-97_from_EWS79_RS07230-MONOMER	EWS79_RS00740	EWS79_RS00740	1	1992		+	True	EWS79_RS07230-MONOMER
TU1W2W-812_from_EWS79_RS07230-MONOMER	EWS79_RS06895	EWS79_RS06895	1	306		+	True	EWS79_RS07230-MONOMER
TU1W2W-413_from_EWS79_RS07230-MONOMER	EWS79_RS03520	EWS79_RS03520	1	2238		-	True	EWS79_RS07230-MONOMER
TU1W2W-916_from_EWS79_RS07230-MONOMER	EWS79_RS07715	EWS79_RS07715	1	387		-	True	EWS79_RS07230-MONOMER
TU1W2W-1055_from_EWS79_RS07230-MONOMER	EWS79_RS08960,EWS79_RS08955	EWS79_RS08960,EWS79_RS08955	1	864		-	True	EWS79_RS07230-MONOMER
TU1W2W-732_from_EWS79_RS07230-MONOMER	EWS79_RS06250	EWS79_RS06250	1	1026		-	True	EWS79_RS07230-MONOMER
TU1W2W-750_from_EWS79_RS07230-MONOMER	EWS79_RS06405	EWS79_RS06405	1	792		-	True	EWS79_RS07230-MONOMER
TU1W2W-510_from_EWS79_RS07230-MONOMER	EWS79_RS04400,EWS79_RS04395,EWS79_RS04390	EWS79_RS04400,EWS79_RS04395,EWS79_RS04390	1	1278		-	True	EWS79_RS07230-MONOMER
TU1W2W-1074_from_EWS79_RS07230-MONOMER	EWS79_RS08680	EWS79_RS08680	1	510		-	True	EWS79_RS07230-MONOMER
TU1W2W-1104_from_EWS79_RS07230-MONOMER	EWS79_RS07345	EWS79_RS07345	1	2079		-	True	EWS79_RS07230-MONOMER
TU1W2W-1158_from_EWS79_RS07230-MONOMER	EWS79_RS04450	EWS79_RS04450	1	990		-	True	EWS79_RS07230-MONOMER
TU1W2W-304_from_EWS79_RS07230-MONOMER	EWS79_RS02540	EWS79_RS02540	1	2307		-	True	EWS79_RS07230-MONOMER
TU1W2W-159_from_EWS79_RS07230-MONOMER	EWS79_RS01260	EWS79_RS01260	1	483		+	True	EWS79_RS07230-MONOMER
TU1W2W-853_from_EWS79_RS07230-MONOMER	EWS79_RS07205,EWS79_RS07200	EWS79_RS07205,EWS79_RS07200	1	639		-	True	EWS79_RS07230-MONOMER
TU1W2W-432_from_EWS79_RS07230-MONOMER	EWS79_RS03725	EWS79_RS03725	1	1179		+	True	EWS79_RS07230-MONOMER
TU1W2W-1193_from_EWS79_RS07230-MONOMER	EWS79_RS03270	EWS79_RS03270	1	996		+	True	EWS79_RS07230-MONOMER
TU1W2W-540_from_EWS79_RS07230-MONOMER	EWS79_RS04645	EWS79_RS04645	1	555		-	True	EWS79_RS07230-MONOMER
TU1W2W-166_from_EWS79_RS07230-MONOMER	EWS79_RS01300	EWS79_RS01300	1	471		-	True	EWS79_RS07230-MONOMER
TU1W2W-1062_from_EWS79_RS07230-MONOMER	EWS79_RS09020	EWS79_RS09020	1	2412		+	True	EWS79_RS07230-MONOMER
TU1W2W-1008_from_EWS79_RS07230-MONOMER	EWS79_RS08505	EWS79_RS08505	1	636		-	True	EWS79_RS07230-MONOMER
TU1W2W-328_from_EWS79_RS07230-MONOMER	EWS79_RS02775	EWS79_RS02775	1	1326		+	True	EWS79_RS07230-MONOMER
TU1W2W-1022_from_EWS79_RS07230-MONOMER	EWS79_RS08630	EWS79_RS08630	1	540		+	True	EWS79_RS07230-MONOMER
TU1W2W-533_from_EWS79_RS07230-MONOMER	EWS79_RS04600	EWS79_RS04600	1	765		+	True	EWS79_RS07230-MONOMER
TU1W2W-908_from_EWS79_RS07230-MONOMER	EWS79_RS07675	EWS79_RS07675	1	207		-	True	EWS79_RS07230-MONOMER
TU1W2W-126_from_EWS79_RS07230-MONOMER	EWS79_RS01010	EWS79_RS01010	1	1575		-	True	EWS79_RS07230-MONOMER
TU1W2W-1087_from_EWS79_RS07230-MONOMER	EWS79_RS08085	EWS79_RS08085	1	2385		+	True	EWS79_RS07230-MONOMER
TU1W2W-937_from_EWS79_RS07230-MONOMER	EWS79_RS07865	EWS79_RS07865	1	1356		+	True	EWS79_RS07230-MONOMER
TU1W2W-849_from_EWS79_RS07230-MONOMER	EWS79_RS07175,EWS79_RS07170	EWS79_RS07175,EWS79_RS07170	1	1290		-	True	EWS79_RS07230-MONOMER
TU1W2W-1049_from_EWS79_RS07230-MONOMER	EWS79_RS08920,EWS79_RS08915	EWS79_RS08920,EWS79_RS08915	1	1419		+	True	EWS79_RS07230-MONOMER
TU1W2W-798_from_EWS79_RS07230-MONOMER	EWS79_RS06790	EWS79_RS06790	1	3033		+	True	EWS79_RS07230-MONOMER
TU1W2W-25_from_EWS79_RS07230-MONOMER	EWS79_RS00255	EWS79_RS00255	1	1302		-	True	EWS79_RS07230-MONOMER
TU1W2W-808_from_EWS79_RS07230-MONOMER	EWS79_RS06860,EWS79_RS06855	EWS79_RS06860,EWS79_RS06855	1	1926		+	True	EWS79_RS07230-MONOMER
TU1W2W-1002_from_EWS79_RS07230-MONOMER	EWS79_RS08460,EWS79_RS08455	EWS79_RS08460,EWS79_RS08455	1	369		-	True	EWS79_RS07230-MONOMER
TU1W2W-1230_from_EWS79_RS07230-MONOMER	EWS79_RS01230	EWS79_RS01230	1	774		-	True	EWS79_RS07230-MONOMER
TU1W2W-284_from_EWS79_RS07230-MONOMER	EWS79_RS02370	EWS79_RS02370	1	91		+	True	EWS79_RS07230-MONOMER
TU1W2W-1199_from_EWS79_RS07230-MONOMER	EWS79_RS03095	EWS79_RS03095	1	192		+	True	EWS79_RS07230-MONOMER
TU1W2W-302_from_EWS79_RS07230-MONOMER	EWS79_RS02530,EWS79_RS02525	EWS79_RS02530,EWS79_RS02525	1	1755		+	True	EWS79_RS07230-MONOMER
TU1W2W-293_from_EWS79_RS07230-MONOMER	EWS79_RS02460	EWS79_RS02460	1	828		+	True	EWS79_RS07230-MONOMER
TU1W2W-514_from_EWS79_RS07230-MONOMER	EWS79_RS04440,EWS79_RS04435	EWS79_RS04440,EWS79_RS04435	1	1143		+	True	EWS79_RS07230-MONOMER
TU1W2W-1128_from_EWS79_RS07230-MONOMER	EWS79_RS06160	EWS79_RS06160	1	1692		-	True	EWS79_RS07230-MONOMER
TU1W2W-213_from_EWS79_RS07230-MONOMER	EWS79_RS01670,EWS79_RS01665,EWS79_RS01660	EWS79_RS01670,EWS79_RS01665,EWS79_RS01660	1	675		+	True	EWS79_RS07230-MONOMER
TU1W2W-1223_from_EWS79_RS07230-MONOMER	EWS79_RS01565	EWS79_RS01565	1	690		-	True	EWS79_RS07230-MONOMER
TU1W2W-141_from_EWS79_RS07230-MONOMER	EWS79_RS01135	EWS79_RS01135	1	1431		-	True	EWS79_RS07230-MONOMER
TU1W2W-961_from_EWS79_RS07230-MONOMER	EWS79_RS08035	EWS79_RS08035	1	76		-	True	EWS79_RS07230-MONOMER
TU1W2W-345_from_EWS79_RS07230-MONOMER	EWS79_RS02960,EWS79_RS02955	EWS79_RS02960,EWS79_RS02955	1	639		+	True	EWS79_RS07230-MONOMER
TU1W2W-331_from_EWS79_RS07230-MONOMER	EWS79_RS02865,EWS79_RS02860	EWS79_RS02865,EWS79_RS02860	1	1695		+	True	EWS79_RS07230-MONOMER
TU1W2W-815_from_EWS79_RS07230-MONOMER	EWS79_RS06925	EWS79_RS06925	1	1389		+	True	EWS79_RS07230-MONOMER
TU1W2W-739_from_EWS79_RS07230-MONOMER	EWS79_RS06295,EWS79_RS06290,EWS79_RS06285	EWS79_RS06295,EWS79_RS06290,EWS79_RS06285	1	627		-	True	EWS79_RS07230-MONOMER
TU1W2W-717_from_EWS79_RS07230-MONOMER	EWS79_RS06140	EWS79_RS06140	1	921		+	True	EWS79_RS07230-MONOMER
TU1W2W-449_from_EWS79_RS07230-MONOMER	EWS79_RS03875	EWS79_RS03875	1	678		+	True	EWS79_RS07230-MONOMER
TU1W2W-1181_from_EWS79_RS07230-MONOMER	EWS79_RS03750	EWS79_RS03750	1	1887		+	True	EWS79_RS07230-MONOMER
TU1W2W-532_from_EWS79_RS07230-MONOMER	EWS79_RS04595	EWS79_RS04595	1	918		+	True	EWS79_RS07230-MONOMER
TU1W2W-1194_from_EWS79_RS07230-MONOMER	EWS79_RS03250	EWS79_RS03250	1	819		+	True	EWS79_RS07230-MONOMER
TU1W2W-336_from_EWS79_RS07230-MONOMER	EWS79_RS02900	EWS79_RS02900	1	681		+	True	EWS79_RS07230-MONOMER
TU1W2W-1016_from_EWS79_RS07230-MONOMER	EWS79_RS08590	EWS79_RS08590	1	1023		-	True	EWS79_RS07230-MONOMER
TU1W2W-71_from_EWS79_RS07230-MONOMER	EWS79_RS00565	EWS79_RS00565	1	717		+	True	EWS79_RS07230-MONOMER
TU1W2W-1020_from_EWS79_RS07230-MONOMER	EWS79_RS08620	EWS79_RS08620	1	2610		-	True	EWS79_RS07230-MONOMER
TU1W2W-322_from_EWS79_RS07230-MONOMER	EWS79_RS02725,EWS79_RS02720	EWS79_RS02725,EWS79_RS02720	1	696		+	True	EWS79_RS07230-MONOMER
TU1W2W-283_from_EWS79_RS07230-MONOMER	EWS79_RS02365	EWS79_RS02365	1	423		+	True	EWS79_RS07230-MONOMER
TU1W2W-599_from_EWS79_RS07230-MONOMER	EWS79_RS05210	EWS79_RS05210	1	1065		-	True	EWS79_RS07230-MONOMER
TU1W2W-531_from_EWS79_RS07230-MONOMER	EWS79_RS04590,EWS79_RS04585,EWS79_RS04580	EWS79_RS04590,EWS79_RS04585,EWS79_RS04580	1	2019		+	True	EWS79_RS07230-MONOMER
TU1W2W-242_from_EWS79_RS07230-MONOMER	EWS79_RS01950	EWS79_RS01950	1	495		+	True	EWS79_RS07230-MONOMER
TU1W2W-736_from_EWS79_RS07230-MONOMER	EWS79_RS06270	EWS79_RS06270	1	492		+	True	EWS79_RS07230-MONOMER
TU1W2W-1081_from_EWS79_RS07230-MONOMER	EWS79_RS08355	EWS79_RS08355	1	1539		+	True	EWS79_RS07230-MONOMER
TU1W2W-606_from_EWS79_RS07230-MONOMER	EWS79_RS05280	EWS79_RS05280	1	849		-	True	EWS79_RS07230-MONOMER
TU1W2W-751_from_EWS79_RS07230-MONOMER	EWS79_RS06410	EWS79_RS06410	1	831		-	True	EWS79_RS07230-MONOMER
TU1W2W-129_from_EWS79_RS07230-MONOMER	EWS79_RS01040	EWS79_RS01040	1	267		+	True	EWS79_RS07230-MONOMER
TU1W2W-830_from_EWS79_RS07230-MONOMER	EWS79_RS07050,EWS79_RS07045	EWS79_RS07050,EWS79_RS07045	1	77		-	True	EWS79_RS07230-MONOMER
TU1W2W-437_from_EWS79_RS07230-MONOMER	EWS79_RS03780	EWS79_RS03780	1	537		-	True	EWS79_RS07230-MONOMER
TU1W2W-773_from_EWS79_RS07230-MONOMER	EWS79_RS06595	EWS79_RS06595	1	1197		-	True	EWS79_RS07230-MONOMER
TU1W2W-64_from_EWS79_RS07230-MONOMER	EWS79_RS00530,EWS79_RS00525	EWS79_RS00530,EWS79_RS00525	1	2493		-	True	EWS79_RS07230-MONOMER
TU1W2W-1240_from_EWS79_RS07230-MONOMER	EWS79_RS00865	EWS79_RS00865	1	1893		+	True	EWS79_RS07230-MONOMER
TU1W2W-241_from_EWS79_RS07230-MONOMER	EWS79_RS01945	EWS79_RS01945	1	318		+	True	EWS79_RS07230-MONOMER
TU1W2W-403_from_EWS79_RS07230-MONOMER	EWS79_RS03450	EWS79_RS03450	1	948		+	True	EWS79_RS07230-MONOMER
TU1W2W-731_from_EWS79_RS07230-MONOMER	EWS79_RS06245	EWS79_RS06245	1	753		-	True	EWS79_RS07230-MONOMER
TU1W2W-715_from_EWS79_RS07230-MONOMER	EWS79_RS06130	EWS79_RS06130	1	1011		-	True	EWS79_RS07230-MONOMER
TU1W2W-335_from_EWS79_RS07230-MONOMER	EWS79_RS02895,EWS79_RS02890	EWS79_RS02895,EWS79_RS02890	1	1215		-	True	EWS79_RS07230-MONOMER
TU1W2W-1250_from_EWS79_RS07230-MONOMER	EWS79_RS00400	EWS79_RS00400	1	1269		+	True	EWS79_RS07230-MONOMER
TU1W2W-587_from_EWS79_RS07230-MONOMER	EWS79_RS05100	EWS79_RS05100	1	654		-	True	EWS79_RS07230-MONOMER
TU1W2W-787_from_EWS79_RS07230-MONOMER	EWS79_RS06710	EWS79_RS06710	1	492		+	True	EWS79_RS07230-MONOMER
TU1W2W-206_from_EWS79_RS07230-MONOMER	EWS79_RS01595	EWS79_RS01595	1	2427		-	True	EWS79_RS07230-MONOMER
