Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G1G01-3337	PP_3121	3532277	3533182	G1G01-3337-MONOMER
G1G01-87	PP_0083	92376	93593	G1G01-87-MONOMER
G1G01-1582	PP_1491	1695324	1695971	G1G01-1582-MONOMER
G1G01-3780	PP_3543	4014645	4016048	G1G01-3780-MONOMER
G1G01-2075	PP_1953	2209756	2210565	G1G01-2075-MONOMER
G1G01-4280	PP_4013	4524570	4525010	G1G01-4280-MONOMER
G1G01-2557	PP_2394	2733103	2737524	G1G01-2557-MONOMER
G1G01-4721	PP_4441	5036193	5036513	G1G01-4721-MONOMER
G1G01-5181	PP_4841	5508396	5509661	G1G01-5181-MONOMER
G1G01-1128	PP_1055	1203658	1204302	G1G01-1128-MONOMER
G1G01-5606	PP_5249	5990895	5991806	G1G01-5606-MONOMER
G1G01-3296	PP_3099	3494711	3496213	G1G01-3296-MONOMER
G1G01-850	PP_0774	891627	893714	G1G01-850-MONOMER
G1G01-1561	PP_1469	1673968	1674750	G1G01-1561-MONOMER
G1G01-3762	PP_3526	3997315	3998322	G1G01-3762-MONOMER
G1G01-2056	PP_1936	2184672	2187608	G1G01-2056-MONOMER
G1G01-4266	PP_3999	4507389	4508780	G1G01-4266-MONOMER
G1G01-2535	PP_2372	2709422	2710498	G1G01-2535-MONOMER
G1G01-4705	PP_4424	5020314	5020781	G1G01-4705-MONOMER
G1G01-5161	PP_4824	5486672	5489443	G1G01-5161-MONOMER
G1G01-5581	PP_5230	5963911	5964810	G1G01-5581-MONOMER
G1G01-3269	PP_3076	3460358	3461374	G1G01-3269-MONOMER
G1G01-821	PP_0746	865187	865825	G1G01-821-MONOMER
G1G01-1115	PP_1042	1190479	1191444	G1G01-1115-MONOMER
G1G01-1542	PP_1450	1656796	1658493	G1G01-1542-MONOMER
G1G01-3738	PP_3503	3973147	3974472	G1G01-3738-MONOMER
G1G01-4245	PP_3980	4486713	4487048	G1G01-4245-MONOMER
G1G01-2030	PP_1918	2161053	2162318	G1G01-2030-MONOMER
G1G01-2518	PP_2355	2687735	2688196	G1G01-2518-MONOMER
G1G01-4678	PP_4400	4991360	4991845	G1G01-4678-MONOMER
G1G01-5145	PP_4808	5471921	5472439	G1G01-5145-MONOMER
G1G01-5560	PP_5211	5943677	5944234	G1G01-5560-MONOMER
G1G01-3250	PP_3060	3440258	3440767	G1G01-3250-MONOMER
G1G01-800	PP_0725	841328	843049	G1G01-800-MONOMER
G1G01-1099	PP_1026	1170842	1171669	G1G01-1099-MONOMER
G1G01-1524	PP_1432	1633052	1633906	G1G01-1524-MONOMER
G1G01-3721	PP_3486	3949546	3951036	G1G01-3721-MONOMER
G1G01-4224	PP_3959	4467756	4469117	G1G01-4224-MONOMER
G1G01-2014	PP_1903	2145647	2146111	G1G01-2014-MONOMER
G1G01-2495	PP_2334	2661897	2662787	G1G01-2495-MONOMER
G1G01-4661	PP_4383	4976782	4977891	G1G01-4661-MONOMER
G1G01-5128	PP_4791	5453342	5454670	G1G01-5128-MONOMER
G1G01-2973	PP_2793	3182341	3183513	G1G01-2973-MONOMER
G1G01-5538	PP_5192	5921557	5924430	G1G01-5538-MONOMER
G1G01-3227	PP_3037	3421635	3421853	G1G01-3227-MONOMER
G1G01-786	PP_0712	827537	828352	G1G01-786-MONOMER
G1G01-1084	PP_1011	1153099	1154058	G1G01-1084-MONOMER
G1G01-1507	PP_1415	1614696	1615751	G1G01-1507-MONOMER
G1G01-37	PP_0035	38595	39014	G1G01-37-MONOMER
G1G01-4204	PP_3939	4441238	4442530	G1G01-4204-MONOMER
G1G01-1991	PP_1882	2109387	2114285	G1G01-1991-MONOMER
G1G01-2476	PP_2315	2644263	2644751	G1G01-2476-MONOMER
G1G01-4646	PP_4368	4957680	4958699	G1G01-4646-MONOMER
G1G01-5108	PP_4772	5432735	5435263	G1G01-5108-MONOMER
G1G01-2955	PP_2775	3160087	3161133	G1G01-2955-MONOMER
G1G01-552	PP_0503	592263	593468	G1G01-552-MONOMER
G1G01-3199	PP_3015	3404310	3404513	G1G01-3199-MONOMER
G1G01-763	PP_0691	802828	803946	G1G01-763-MONOMER
G1G01-1068	PP_0995	1133414	1134055	G1G01-1068-MONOMER
G1G01-1485	PP_1395	1590973	1591893	G1G01-1485-MONOMER
G1G01-3682	PP_3448	3905516	3907690	G1G01-3682-MONOMER
G1G01-4169	PP_3905	4417108	4417659	G1G01-4169-MONOMER
G1G01-1967	PP_1863	2084125	2084976	G1G01-1967-MONOMER
G1G01-2450	PP_2293	2619461	2621149	G1G01-2450-MONOMER
G1G01-463	PP_0427	515094	515741	G1G01-463-MONOMER
G1G01-5089	PP_4755	5411776	5414169	G1G01-5089-MONOMER
G1G01-2938	PP_2757	3141084	3142055	G1G01-2938-MONOMER
G1G01-5498	PP_5153	5879179	5879844	G1G01-5498-MONOMER
G1G01-317	PP_0286	344535	345602	G1G01-317-MONOMER
G1G01-741	PP_0669	776951	779383	G1G01-741-MONOMER
G1G01-1047	PP_0973	1112147	1113154	G1G01-1047-MONOMER
G1G01-1469	PP_1379	1571879	1573231	G1G01-1469-MONOMER
G1G01-3660	PP_3427	3881342	3882757	G1G01-3660-MONOMER
G1G01-414	PP_0379	458943	459854	G1G01-414-MONOMER
G1G01-1948	PP_1843	2066302	2067273	G1G01-1948-MONOMER
G1G01-2419	PP_2268	2590657	2591082	G1G01-2419-MONOMER
G1G01-4613	PP_4335	4925168	4926025	G1G01-4613-MONOMER
G1G01-5064	PP_4736	5385270	5386415	G1G01-5064-MONOMER
G1G01-2919	PP_2738	3121440	3121862	G1G01-2919-MONOMER
G1G01-5480	PP_5135	5858960	5859985	G1G01-5480-MONOMER
G1G01-3141	PP_2960	3363463	3364284	G1G01-3141-MONOMER
G1G01-725	PP_0654	761969	762901	G1G01-725-MONOMER
G1G01-1027	PP_0953	1096236	1096961	G1G01-1027-MONOMER
G1G01-1449	PP_1360	1549260	1549553	G1G01-1449-MONOMER
G1G01-3643	PP_3410	3859167	3859919	G1G01-3643-MONOMER
G1G01-411	PP_0376	456620	457750	G1G01-411-MONOMER
G1G01-1925	PP_1820	2046824	2048020	G1G01-1925-MONOMER
G1G01-2400	PP_2254	2570384	2571082	G1G01-2400-MONOMER
G1G01-4597	PP_4320	4910515	4911711	G1G01-4597-MONOMER
G1G01-5047	PP_4721	5367800	5368270	G1G01-5047-MONOMER
G1G01-2895	PP_2714	3103473	3104837	G1G01-2895-MONOMER
G1G01-546	PP_0497	586949	587758	G1G01-546-MONOMER
G1G01-3122	PP_2942	3345129	3346499	G1G01-3122-MONOMER
G1G01-694	PP_0631	737926	738549	G1G01-694-MONOMER
G1G01-1008	PP_0934	1076622	1077620	G1G01-1008-MONOMER
G1G01-1428	PP_1341	1527660	1528922	G1G01-1428-MONOMER
G1G01-3615	PP_3384	3831383	3832123	G1G01-3615-MONOMER
G1G01-4085	PP_3827	4352875	4353960	G1G01-4085-MONOMER
G1G01-1903	PP_1800	2022969	2023865	G1G01-1903-MONOMER
G1G01-238	PP_0216	267641	268669	G1G01-238-MONOMER
G1G01-4576	PP_4299	4889707	4890600	G1G01-4576-MONOMER
G1G01-5029	PP_4708	5352011	5354116	G1G01-5029-MONOMER
G1G01-2875	PP_2694	3085123	3086565	G1G01-2875-MONOMER
G1G01-5444	PP_5100	5822472	5823068	G1G01-5444-MONOMER
G1G01-31	PP_0029	32893	33567	G1G01-31-MONOMER
G1G01-672	PP_0615	721302	721997	G1G01-672-MONOMER
G1G01-1411	PP_1324	1509378	1509752	G1G01-1411-MONOMER
G1G01-360	PP_0327	393460	394317	G1G01-360-MONOMER
G1G01-4068	PP_3811	4336330	4337214	G1G01-4068-MONOMER
G1G01-1883	PP_1781	1993660	1994748	G1G01-1883-MONOMER
G1G01-2359	PP_2218	2529280	2530581	G1G01-2359-MONOMER
G1G01-4559	PP_4281	4871626	4872930	G1G01-4559-MONOMER
G1G01-501	PP_0455	551701	552303	G1G01-501-MONOMER
G1G01-2855	PP_2674	3061566	3063461	G1G01-2855-MONOMER
G1G01-5428	PP_5084	5805412	5807865	G1G01-5428-MONOMER
G1G01-3083	PP_2904	3301652	3303355	G1G01-3083-MONOMER
G1G01-655	PP_5745	703908	704531	G1G01-655-MONOMER
G1G01-1393	PP_1306	1492594	1494870	G1G01-1393-MONOMER
G1G01-3585	PP_3354	3791563	3793317	G1G01-3585-MONOMER
G1G01-4042	PP_3788	4315918	4317471	G1G01-4042-MONOMER
G1G01-1867	PP_1766	1969630	1970706	G1G01-1867-MONOMER
G1G01-2342	PP_2201	2507175	2508173	G1G01-2342-MONOMER
G1G01-4538	PP_4265	4850270	4851004	G1G01-4538-MONOMER
G1G01-4994	PP_4676	5313988	5315013	G1G01-4994-MONOMER
G1G01-2834	PP_5537	3042098	3042412	G1G01-2834-MONOMER
G1G01-5410	PP_5066	5779697	5781490	G1G01-5410-MONOMER
G1G01-3060	PP_2880	3280066	3280629	G1G01-3060-MONOMER
G1G01-634	PP_0584	681329	683272	G1G01-634-MONOMER
G1G01-1379	PP_1292	1478937	1479407	G1G01-1379-MONOMER
G1G01-3566	PP_5743	3773298	3774305	G1G01-3566-MONOMER
G1G01-4016	PP_3763	4293254	4294003	G1G01-4016-MONOMER
G1G01-1843	PP_1742	1942527	1942838	G1G01-1843-MONOMER
G1G01-2321	PP_2180	2485409	2486767	G1G01-2321-MONOMER
G1G01-4520	PP_4247	4834226	4834777	G1G01-4520-MONOMER
G1G01-4972	PP_4659	5285638	5287305	G1G01-4972-MONOMER
G1G01-2819	PP_2638	3019463	3022981	G1G01-2819-MONOMER
G1G01-5393	PP_5048	5754887	5756323	G1G01-5393-MONOMER
G1G01-3029	PP_2849	3251847	3252470	G1G01-3029-MONOMER
G1G01-616	PP_0566	658433	658804	G1G01-616-MONOMER
G1G01-1364	PP_1277	1458140	1459597	G1G01-1364-MONOMER
G1G01-3544	PP_3314	3749884	3750339	G1G01-3544-MONOMER
G1G01-3999	PP_3746	4275543	4276595	G1G01-3999-MONOMER
G1G01-1822	PP_1721	1921586	1922239	G1G01-1822-MONOMER
G1G01-2301	PP_2160	2467111	2467941	G1G01-2301-MONOMER
G1G01-4505	PP_4235	4808446	4810161	G1G01-4505-MONOMER
G1G01-4957	PP_4644	5268968	5270338	G1G01-4957-MONOMER
G1G01-2793	PP_2611	2984510	2985403	G1G01-2793-MONOMER
G1G01-5376	PP_5031	5732571	5733974	G1G01-5376-MONOMER
G1G01-3011	PP_2831	3231398	3232633	G1G01-3011-MONOMER
G1G01-60	PP_0057	66693	68312	G1G01-60-MONOMER
G1G01-1347	PP_1260	1440328	1441656	G1G01-1347-MONOMER
G1G01-3528	PP_3298	3731103	3731606	G1G01-3528-MONOMER
G1G01-3983	PP_3730	4256903	4257619	G1G01-3983-MONOMER
G1G01-1805	PP_1703	1899450	1903475	G1G01-1805-MONOMER
G1G01-2285	PP_2144	2445727	2446434	G1G01-2285-MONOMER
G1G01-4486	PP_4217	4765348	4767786	G1G01-4486-MONOMER
G1G01-4938	PP_4627	5251158	5252039	G1G01-4938-MONOMER
G1G01-2771	PP_2589	2957241	2958734	G1G01-2771-MONOMER
G1G01-5360	PP_5015	5714641	5714976	G1G01-5360-MONOMER
G1G01-2992	PP_2812	3206352	3208766	G1G01-2992-MONOMER
G1G01-585	PP_0535	620871	623048	G1G01-585-MONOMER
G1G01-1321	PP_1235	1413423	1413896	G1G01-1321-MONOMER
G1G01-3510	PP_3281	3715848	3716288	G1G01-3510-MONOMER
G1G01-3969	PP_3716	4238385	4239257	G1G01-3969-MONOMER
G1G01-1781	PP_1683	1877430	1877834	G1G01-1781-MONOMER
G1G01-2266	PP_2125	2424390	2425319	G1G01-2266-MONOMER
G1G01-4470	PP_4201	4746082	4747011	G1G01-4470-MONOMER
G1G01-4918	PP_4610	5231118	5232695	G1G01-4918-MONOMER
G1G01-2748	PP_2565	2926734	2929205	G1G01-2748-MONOMER
G1G01-5342	PP_4997	5693745	5694263	G1G01-5342-MONOMER
G1G01-5776	PP_5410	6172305	6173081	G1G01-5776-MONOMER
G1G01-1304	PP_1219	1395891	1396586	G1G01-1304-MONOMER
G1G01-3491	PP_3264	3698470	3699672	G1G01-3491-MONOMER
G1G01-393	PP_0359	437352	438359	G1G01-393-MONOMER
G1G01-1766	PP_1668	1864667	1865374	G1G01-1766-MONOMER
G1G01-2246	PP_2106	2403374	2404582	G1G01-2246-MONOMER
G1G01-4451	PP_4185	4727785	4728669	G1G01-4451-MONOMER
G1G01-4902	PP_4594	5212530	5213711	G1G01-4902-MONOMER
G1G01-2730	PP_2547	2891898	2892767	G1G01-2730-MONOMER
G1G01-5327	PP_4982	5675389	5675940	G1G01-5327-MONOMER
G1G01-5745	PP_5387	6140265	6143423	G1G01-5745-MONOMER
G1G01-1284	PP_1202	1377632	1380274	G1G01-1284-MONOMER
G1G01-3471	PP_3247	3680758	3681651	G1G01-3471-MONOMER
G1G01-1744	PP_1646	1839604	1840068	G1G01-1744-MONOMER
G1G01-3901	PP_3663	4160755	4162056	G1G01-3901-MONOMER
G1G01-2227	PP_2089	2380337	2381371	G1G01-2227-MONOMER
G1G01-4427	PP_4161	4703469	4705163	G1G01-4427-MONOMER
G1G01-2711	PP_2528	2874605	2875882	G1G01-2711-MONOMER
G1G01-5309	PP_4965	5655697	5657694	G1G01-5309-MONOMER
G1G01-5727	PP_5371	6120764	6122149	G1G01-5727-MONOMER
G1G01-1263	PP_1181	1356125	1356823	G1G01-1263-MONOMER
G1G01-345	PP_0312	374711	375943	G1G01-345-MONOMER
G1G01-980	PP_0906	1045333	1048377	G1G01-980-MONOMER
G1G01-1721	PP_1624	1820238	1821659	G1G01-1721-MONOMER
G1G01-3887	PP_3649	4144448	4145200	G1G01-3887-MONOMER
G1G01-2210	PP_2072	2357486	2358310	G1G01-2210-MONOMER
G1G01-441	PP_0404	489598	492420	G1G01-441-MONOMER
G1G01-2685	PP_2507	2854234	2854950	G1G01-2685-MONOMER
G1G01-486	PP_0443	535135	535566	G1G01-486-MONOMER
G1G01-5290	PP_4947	5630471	5634424	G1G01-5290-MONOMER
G1G01-1243	PP_1160	1334826	1335815	G1G01-1243-MONOMER
G1G01-571	PP_0522	607097	607714	G1G01-571-MONOMER
G1G01-3433	PP_3211	3644057	3644905	G1G01-3433-MONOMER
G1G01-959	PP_0884	1025375	1026967	G1G01-959-MONOMER
G1G01-1704	PP_1607	1803648	1804595	G1G01-1704-MONOMER
G1G01-3871	PP_3633	4129384	4130325	G1G01-3871-MONOMER
G1G01-2188	PP_2051	2333069	2334253	G1G01-2188-MONOMER
G1G01-4393	PP_4126	4664867	4665415	G1G01-4393-MONOMER
G1G01-2662	PP_2487	2833906	2835417	G1G01-2662-MONOMER
G1G01-4836	PP_4533	5146896	5148197	G1G01-4836-MONOMER
G1G01-5271	PP_4928	5608326	5609597	G1G01-5271-MONOMER
G1G01-1218	PP_1140	1305393	1306316	G1G01-1218-MONOMER
G1G01-5693	PP_5337	6083803	6084720	G1G01-5693-MONOMER
G1G01-3410	PP_3189	3618150	3619391	G1G01-3410-MONOMER
G1G01-941	PP_0866	1003976	1004962	G1G01-941-MONOMER
G1G01-1688	PP_1591	1785247	1785984	G1G01-1688-MONOMER
G1G01-3850	PP_3612	4103462	4105594	G1G01-3850-MONOMER
G1G01-2168	PP_2032	2309062	2310021	G1G01-2168-MONOMER
G1G01-4373	PP_4106	4640420	4641802	G1G01-4373-MONOMER
G1G01-2640	PP_2469	2812816	2813832	G1G01-2640-MONOMER
G1G01-4811	PP_4508	5121769	5122749	G1G01-4811-MONOMER
G1G01-5251	PP_4909	5579617	5580864	G1G01-5251-MONOMER
G1G01-12	PP_0012	12222	13325	G1G01-12-MONOMER
G1G01-5677	PP_5321	6065877	6067184	G1G01-5677-MONOMER
G1G01-3392	PP_3172	3594021	3595442	G1G01-3392-MONOMER
G1G01-924	PP_0849	983631	984056	G1G01-924-MONOMER
G1G01-166	PP_0158	168404	169585	G1G01-166-MONOMER
G1G01-3832	PP_3595	4084575	4085285	G1G01-3832-MONOMER
G1G01-2144	PP_2010	2282063	2282608	G1G01-2144-MONOMER
G1G01-4346	PP_4081	4609514	4610389	G1G01-4346-MONOMER
G1G01-2621	PP_2451	2798045	2798737	G1G01-2621-MONOMER
G1G01-4792	PP_4490	5101884	5102672	G1G01-4792-MONOMER
G1G01-5236	PP_4894	5564259	5564519	G1G01-5236-MONOMER
G1G01-1178	PP_1104	1261519	1262634	G1G01-1178-MONOMER
G1G01-5660	PP_5303	6051271	6051651	G1G01-5660-MONOMER
G1G01-3373	PP_3154	3572662	3573183	G1G01-3373-MONOMER
G1G01-909	PP_0834	971310	971645	G1G01-909-MONOMER
G1G01-1624	PP_1533	1739173	1739415	G1G01-1624-MONOMER
G1G01-3815	PP_3578	4059261	4060898	G1G01-3815-MONOMER
G1G01-2123	PP_1993	2259413	2262148	G1G01-2123-MONOMER
G1G01-4318	PP_4053	4570137	4572911	G1G01-4318-MONOMER
G1G01-2596	PP_2431	2778434	2779357	G1G01-2596-MONOMER
G1G01-4773	PP_4472	5079947	5080135	G1G01-4773-MONOMER
G1G01-5213	PP_4873	5541301	5542698	G1G01-5213-MONOMER
G1G01-4766	PP_4470	5076879	5077205	G1G01-4766-MONOMER
G1G01-521	PP_0475	561247	561363	G1G01-521-MONOMER
G1G01-1156	PP_1083	1242666	1242884	G1G01-1156-MONOMER
G1G01-5640	PP_5282	6030549	6030785	G1G01-5640-MONOMER
G1G01-3352	PP_3133	3548669	3550135	G1G01-3352-MONOMER
G1G01-886	PP_0813	951170	953188	G1G01-886-MONOMER
G1G01-16	PP_0015	19163	20122	G1G01-16-MONOMER
G1G01-3792	PP_3555	4032363	4033370	G1G01-3792-MONOMER
G1G01-2099	PP_1974	2234890	2236905	G1G01-2099-MONOMER
G1G01-4296	PP_4031	4541284	4542786	G1G01-4296-MONOMER
G1G01-2574	PP_2411	2756854	2758191	G1G01-2574-MONOMER
G1G01-4744	PP_4456	5056457	5057851	G1G01-4744-MONOMER
G1G01-5193	PP_4853	5519955	5520836	G1G01-5193-MONOMER
G1G01-1141	PP_1068	1223275	1224045	G1G01-1141-MONOMER
G1G01-5622	PP_5265	6013223	6013795	G1G01-5622-MONOMER
G1G01-3334	PP_3118	3526790	3528208	G1G01-3334-MONOMER
G1G01-867	PP_0793	909493	912345	G1G01-867-MONOMER
G1G01-1579	PP_1488	1691904	1693526	G1G01-1579-MONOMER
G1G01-3776	PP_3540	4012165	4013064	G1G01-3776-MONOMER
G1G01-2072	PP_1950	2206570	2207748	G1G01-2072-MONOMER
G1G01-4278	PP_4011	4520481	4521737	G1G01-4278-MONOMER
G1G01-2553	PP_2390	2728273	2729193	G1G01-2553-MONOMER
G1G01-4719	PP_4438	5033562	5033897	G1G01-4719-MONOMER
G1G01-5179	PP_4839	5505174	5506541	G1G01-5179-MONOMER
G1G01-5601	PP_5245	5985734	5986720	G1G01-5601-MONOMER
G1G01-3286	PP_3090	3478723	3481218	G1G01-3286-MONOMER
G1G01-847	PP_0771	889708	890055	G1G01-847-MONOMER
G1G01-1558	PP_1466	1670672	1671079	G1G01-1558-MONOMER
G1G01-3755	PP_3519	3993314	3993565	G1G01-3755-MONOMER
G1G01-205	PP_0187	238920	239687	G1G01-205-MONOMER
G1G01-4263	PP_3996	4504895	4505230	G1G01-4263-MONOMER
G1G01-2531	PP_2368	2701836	2702639	G1G01-2531-MONOMER
G1G01-4700	PP_4420	5014543	5015352	G1G01-4700-MONOMER
G1G01-5159	PP_4822	5483487	5485094	G1G01-5159-MONOMER
G1G01-5577	PP_5226	5960877	5961095	G1G01-5577-MONOMER
G1G01-3266	PP_3073	3456518	3457288	G1G01-3266-MONOMER
G1G01-819	PP_0744	862867	863883	G1G01-819-MONOMER
G1G01-1112	PP_1039	1189052	1189813	G1G01-1112-MONOMER
G1G01-1538	PP_1446	1649017	1651059	G1G01-1538-MONOMER
G1G01-3735	PP_3500	3969683	3970018	G1G01-3735-MONOMER
G1G01-424	PP_0387	471084	472934	G1G01-424-MONOMER
G1G01-2028	PP_1916	2159019	2160263	G1G01-2028-MONOMER
G1G01-2512	PP_2350	2680388	2681254	G1G01-2512-MONOMER
G1G01-4675	PP_4397	4987587	4988330	G1G01-4675-MONOMER
G1G01-5142	PP_4805	5467845	5468891	G1G01-5142-MONOMER
G1G01-5556	PP_5208	5940162	5941274	G1G01-5556-MONOMER
G1G01-3247	PP_3057	3437760	3438500	G1G01-3247-MONOMER
G1G01-799	PP_0724	840706	841323	G1G01-799-MONOMER
G1G01-1096	PP_1023	1167057	1167785	G1G01-1096-MONOMER
G1G01-1521	PP_1429	1628491	1629456	G1G01-1521-MONOMER
G1G01-3718	PP_3483	3946252	3948048	G1G01-3718-MONOMER
G1G01-4220	PP_3955	4461513	4463540	G1G01-4220-MONOMER
G1G01-2010	PP_1899	2143221	2143655	G1G01-2010-MONOMER
G1G01-2490	PP_2329	2656271	2657611	G1G01-2490-MONOMER
G1G01-4658	PP_4380	4971982	4973547	G1G01-4658-MONOMER
G1G01-5125	PP_4788	5450123	5450596	G1G01-5125-MONOMER
G1G01-297	PP_0274	333257	333730	G1G01-297-MONOMER
G1G01-5533	PP_5187	5916943	5918310	G1G01-5533-MONOMER
G1G01-3217	PP_3031	3418094	3418411	G1G01-3217-MONOMER
G1G01-782	PP_0708	823173	824603	G1G01-782-MONOMER
G1G01-1081	PP_1008	1149241	1149753	G1G01-1081-MONOMER
G1G01-1504	PP_1412	1610971	1612077	G1G01-1504-MONOMER
G1G01-3696	PP_5602	3924862	3926490	G1G01-3696-MONOMER
G1G01-420	PP_0385	465999	466553	G1G01-420-MONOMER
G1G01-1980	PP_1876	2100094	2100981	G1G01-1980-MONOMER
G1G01-2472	PP_2311	2640783	2641580	G1G01-2472-MONOMER
G1G01-4643	PP_4365	4954922	4955374	G1G01-4643-MONOMER
G1G01-5102	PP_4767	5428158	5429078	G1G01-5102-MONOMER
G1G01-2951	PP_2771	3155159	3156262	G1G01-2951-MONOMER
G1G01-5516	PP_5171	5896360	5897388	G1G01-5516-MONOMER
G1G01-3186	PP_3003	3398343	3398780	G1G01-3186-MONOMER
G1G01-760	PP_0688	800519	801031	G1G01-760-MONOMER
G1G01-1062	PP_0989	1129562	1129945	G1G01-1062-MONOMER
G1G01-1482	PP_1392	1587589	1588203	G1G01-1482-MONOMER
G1G01-3679	PP_3446	3903150	3904742	G1G01-3679-MONOMER
G1G01-416	PP_0381	460164	462464	G1G01-416-MONOMER
G1G01-1964	PP_1860	2081766	2082221	G1G01-1964-MONOMER
G1G01-2444	PP_2287	2611062	2615771	G1G01-2444-MONOMER
G1G01-4626	PP_4348	4940549	4941643	G1G01-4626-MONOMER
G1G01-5086	PP_4752	5407430	5408737	G1G01-5086-MONOMER
G1G01-2934	PP_2753	3136799	3137572	G1G01-2934-MONOMER
G1G01-5493	PP_5148	5874083	5874508	G1G01-5493-MONOMER
G1G01-316	PP_0285	344266	344538	G1G01-316-MONOMER
G1G01-737	PP_0665	773394	774812	G1G01-737-MONOMER
G1G01-1041	PP_0967	1106849	1107895	G1G01-1041-MONOMER
G1G01-1466	PP_1376	1567517	1568863	G1G01-1466-MONOMER
