Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
OU9_05171-MONOMER	Inner_Membrane	OU9_05171()	Inner_Membrane	r
OU9_03803-MONOMER	Inner_Membrane	OU9_03803()	Inner_Membrane	r
CPLX_ACGAptspp-0	Inner_Membrane	OU9_03803()	Inner_Membrane	r
OU9_05553-MONOMER	Inner_Membrane	OU9_05553()	Inner_Membrane	r
OU9_00287-MONOMER	Inner_Membrane	OU9_00287()	Periplasm	s
CPLX_CRO4abcpp-0	Inner_Membrane	OU9_00287()	Periplasm	s
OU9_00285-MONOMER	Inner_Membrane	OU9_00285()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	OU9_00285()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	OU9_00285()	Inner_Membrane	r
OU9_00286-MONOMER	Inner_Membrane	OU9_00286()	Inner_Membrane	r
CPLX_CRO4abcpp-0	Inner_Membrane	OU9_00286()	Inner_Membrane	r
CPLX_CRO4abcpp-1	Inner_Membrane	OU9_00286()	Inner_Membrane	r
OU9_03620-MONOMER	Inner_Membrane	OU9_03620()	Inner_Membrane	r
OU9_00244-MONOMER	Inner_Membrane	OU9_00244()	Inner_Membrane	r
OU9_01115-MONOMER	Periplasm	OU9_01115()	Periplasm	s
OU9_03692-MONOMER	Inner_Membrane	OU9_03692()	Inner_Membrane	r
OU9_01995-MONOMER	Inner_Membrane	OU9_01995()	Inner_Membrane	r
OU9_04639-MONOMER	Inner_Membrane	OU9_04639()	Inner_Membrane	r
CPLX_MPTG-0	Inner_Membrane	OU9_04639()	Inner_Membrane	r
CPLX_MPTG-1	Inner_Membrane	OU9_04639()	Inner_Membrane	r
CPLX_MPTG-2	Inner_Membrane	OU9_04639()	Inner_Membrane	r
OU9_01982-MONOMER	Inner_Membrane	OU9_01982()	Inner_Membrane	r
OU9_02444-MONOMER	Periplasm	OU9_02444()	Periplasm	s
OU9_01209-MONOMER	Inner_Membrane	OU9_01209()	Inner_Membrane	r
OU9_03732-MONOMER	Inner_Membrane	OU9_03732()	Inner_Membrane	r
OU9_05652-MONOMER	Outer_Membrane	OU9_05652()	Inner_Membrane	r
CPLX_FE3DHBZStonex-0	Outer_Membrane	OU9_05652()	Inner_Membrane	r
CPLX_FE3DHBZStonex-1	Outer_Membrane	OU9_05652()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-0	Outer_Membrane	OU9_05652()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-1	Outer_Membrane	OU9_05652()	Inner_Membrane	r
CPLX_SALCHS4FEtonex-2	Outer_Membrane	OU9_05652()	Inner_Membrane	r
OU9_00986-MONOMER	Outer_Membrane	OU9_00986()	Inner_Membrane	s
CPLX_FE3DHBZStonex-0	Outer_Membrane	OU9_00986()	Inner_Membrane	s
CPLX_FE3DHBZStonex-1	Outer_Membrane	OU9_00986()	Inner_Membrane	s
OU9_02722-MONOMER	Outer_Membrane	OU9_02722()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-2	Outer_Membrane	OU9_02722()	Outer_Membrane	sb
OU9_01586-MONOMER	Inner_Membrane	OU9_01586()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	OU9_01586()	Inner_Membrane	r
OU9_01587-MONOMER	Inner_Membrane	OU9_01587()	Inner_Membrane	r
CPLX_SUCDi-0	Inner_Membrane	OU9_01587()	Inner_Membrane	r
OU9_03319-MONOMER	Inner_Membrane	OU9_03319()	Inner_Membrane	r
OU9_02669-MONOMER	Inner_Membrane	OU9_02669()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	OU9_02669()	Inner_Membrane	p
OU9_02680-MONOMER	Inner_Membrane	OU9_02680()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	OU9_02680()	Inner_Membrane	r
OU9_02677-MONOMER	Inner_Membrane	OU9_02677()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	OU9_02677()	Inner_Membrane	r
OU9_02678-MONOMER	Inner_Membrane	OU9_02678()	Inner_Membrane	p
CPLX_NADH16pp-0	Inner_Membrane	OU9_02678()	Inner_Membrane	p
OU9_02679-MONOMER	Inner_Membrane	OU9_02679()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	OU9_02679()	Inner_Membrane	r
OU9_02675-MONOMER	Inner_Membrane	OU9_02675()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	OU9_02675()	Inner_Membrane	r
OU9_02681-MONOMER	Inner_Membrane	OU9_02681()	Inner_Membrane	r
CPLX_NADH16pp-0	Inner_Membrane	OU9_02681()	Inner_Membrane	r
OU9_03642-MONOMER	Inner_Membrane	OU9_03642()	Inner_Membrane	r
OU9_04667-MONOMER	Outer_Membrane	OU9_04667()	Outer_Membrane	sb
OU9_02093-MONOMER	Inner_Membrane	OU9_02093()	Inner_Membrane	r
OU9_05380-MONOMER	Inner_Membrane	OU9_05380()	Inner_Membrane	p
OU9_01983-MONOMER	Inner_Membrane	OU9_01983()	Inner_Membrane	r
OU9_03970-MONOMER	Inner_Membrane	OU9_03970()	Inner_Membrane	r
OU9_00435-MONOMER	Outer_Membrane	OU9_00435()	Inner_Membrane	pa
CPLX_CMtpp-0	Outer_Membrane	OU9_00435()	Inner_Membrane	pa
CPLX_MINCYCtpp-0	Outer_Membrane	OU9_00435()	Inner_Membrane	pa
CPLX_RFAMPtpp-0	Outer_Membrane	OU9_00435()	Inner_Membrane	pa
OU9_02524-MONOMER	Inner_Membrane	OU9_02524()	Inner_Membrane	r
OU9_03055-MONOMER	Inner_Membrane	OU9_03055()	Inner_Membrane	r
OU9_03257-MONOMER	Inner_Membrane	OU9_03257()	Inner_Membrane	r
CPLX_Kt2pp-0	Inner_Membrane	OU9_03257()	Inner_Membrane	r
OU9_03281-MONOMER	Inner_Membrane	OU9_03281()	Inner_Membrane	r
OU9_04928-MONOMER	Inner_Membrane	OU9_04928()	Inner_Membrane	r
OU9_00232-MONOMER	Inner_Membrane	OU9_00232()	Inner_Membrane	r
OU9_01327-MONOMER	Inner_Membrane	OU9_01327()	Inner_Membrane	r
CPLX_CYTBO3_4pp_q8-0	Inner_Membrane	OU9_01327()	Inner_Membrane	r
OU9_03807-MONOMER	Periplasm	OU9_03807()	Periplasm	s
OU9_04702-MONOMER	Inner_Membrane	OU9_04702()	Inner_Membrane	r
OU9_04401-MONOMER	Inner_Membrane	OU9_04401()	Inner_Membrane	r
OU9_03980-MONOMER	Inner_Membrane	OU9_03980()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	OU9_03980()	Inner_Membrane	r
OU9_03979-MONOMER	Inner_Membrane	OU9_03979()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	OU9_03979()	Inner_Membrane	r
OU9_02067-MONOMER	Inner_Membrane	OU9_02067()	Inner_Membrane	r
OU9_05361-MONOMER	Inner_Membrane	OU9_05361()	Inner_Membrane	r
OU9_05600-MONOMER	Inner_Membrane	OU9_05600()	Inner_Membrane	r
OU9_04101-MONOMER	Inner_Membrane	OU9_04101()	Inner_Membrane	r
OU9_04542-MONOMER	Inner_Membrane	OU9_04542()	Inner_Membrane	r
OU9_01736-MONOMER	Periplasm	OU9_01736()	Periplasm	s
OU9_00407-MONOMER	Inner_Membrane	OU9_00407()	Inner_Membrane	r
CPLX_FE2t4pp-0	Inner_Membrane	OU9_00407()	Inner_Membrane	r
OU9_01970-MONOMER	Inner_Membrane	OU9_01970()	Periplasm	s
CPLX_RIBabcpp-0	Inner_Membrane	OU9_01970()	Periplasm	s
OU9_01972-MONOMER	Inner_Membrane	OU9_01972()	Inner_Membrane	r
CPLX_RIBabcpp-0	Inner_Membrane	OU9_01972()	Inner_Membrane	r
OU9_04910-MONOMER	Inner_Membrane	OU9_04910()	Inner_Membrane	r
CPLX_FDHr-0	Inner_Membrane	OU9_04910()	Inner_Membrane	r
CPLX_FDH4pp-0	Inner_Membrane	OU9_04910()	Inner_Membrane	r
OU9_04911-MONOMER	Inner_Membrane	OU9_04911()	Inner_Membrane	t
CPLX_FDHr-0	Inner_Membrane	OU9_04911()	Inner_Membrane	t
CPLX_FDH4pp-0	Inner_Membrane	OU9_04911()	Inner_Membrane	t
OU9_04912-MONOMER	Inner_Membrane	OU9_04912()	Periplasm	t
CPLX_FDHr-0	Inner_Membrane	OU9_04912()	Periplasm	t
CPLX_FDH4pp-0	Inner_Membrane	OU9_04912()	Periplasm	t
OU9_05679-MONOMER	Inner_Membrane	OU9_05679()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	OU9_05679()	Inner_Membrane	r
OU9_05674-MONOMER	Inner_Membrane	OU9_05674()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	OU9_05674()	Inner_Membrane	y
OU9_05681-MONOMER	Inner_Membrane	OU9_05681()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	OU9_05681()	Inner_Membrane	p
OU9_05680-MONOMER	Inner_Membrane	OU9_05680()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	OU9_05680()	Inner_Membrane	r
OU9_03983-MONOMER	Inner_Membrane	OU9_03983()	Inner_Membrane	r
OU9_01086-MONOMER	Inner_Membrane	OU9_01086()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	OU9_01086()	Inner_Membrane	p
OU9_01087-MONOMER	Inner_Membrane	OU9_01087()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	OU9_01087()	Inner_Membrane	r
OU9_04358-MONOMER	Inner_Membrane	OU9_04358()	Inner_Membrane	r
OU9_00550-MONOMER	Inner_Membrane	OU9_00550()	Inner_Membrane	r
OU9_05088-MONOMER	Inner_Membrane	OU9_05088()	Inner_Membrane	r
OU9_02615-MONOMER	Inner_Membrane	OU9_02615()	Inner_Membrane	r
OU9_03648-MONOMER	Inner_Membrane	OU9_03648()	Inner_Membrane	r
CPLX_PTRCabcpp-7	Inner_Membrane	OU9_03648()	Inner_Membrane	r
OU9_03647-MONOMER	Inner_Membrane	OU9_03647()	Inner_Membrane	r
CPLX_PTRCabcpp-7	Inner_Membrane	OU9_03647()	Inner_Membrane	r
OU9_04879-MONOMER	Inner_Membrane	OU9_04879()	Inner_Membrane	r
OU9_02500-MONOMER	Periplasm	OU9_02500()	Periplasm	s
OU9_03634-MONOMER	Inner_Membrane	OU9_03634()	Inner_Membrane	r
OU9_03596-MONOMER	Inner_Membrane	OU9_03596()	Inner_Membrane	r
OU9_04710-MONOMER	Inner_Membrane	OU9_04710()	Inner_Membrane	r
OU9_03681-MONOMER	Inner_Membrane	OU9_03681()	Inner_Membrane	p
OU9_02490-MONOMER	Outer_Membrane	OU9_02490()	Outer_Membrane	sb
OU9_05346-MONOMER	Inner_Membrane	OU9_05346()	Inner_Membrane	r
OU9_01838-MONOMER	Inner_Membrane	OU9_01838()	Inner_Membrane	r
OU9_05181-MONOMER	Inner_Membrane	OU9_05181()	Inner_Membrane	r
CPLX_GLNabcpp-0	Inner_Membrane	OU9_05181()	Inner_Membrane	r
OU9_04085-MONOMER	Inner_Membrane	OU9_04085()	Inner_Membrane	r
OU9_04517-MONOMER	Outer_Membrane	OU9_04517()	Outer_Membrane	pla
OU9_03592-MONOMER	Inner_Membrane	OU9_03592()	Inner_Membrane	r
OU9_00133-MONOMER	Inner_Membrane	OU9_00133()	Inner_Membrane	r
OU9_00437-MONOMER	Outer_Membrane	OU9_00437()	Outer_Membrane	pla
CPLX_CMtpp-0	Outer_Membrane	OU9_00437()	Outer_Membrane	pla
OU9_02543-MONOMER	Outer_Membrane	OU9_02543()	Inner_Membrane	r
CPLX_FE2t4pp-0	Outer_Membrane	OU9_02543()	Inner_Membrane	r
CPLX_FE2t4pp-1	Outer_Membrane	OU9_02543()	Inner_Membrane	r
OU9_01839-MONOMER	Inner_Membrane	OU9_01839()	Inner_Membrane	r
OU9_02976-MONOMER	Inner_Membrane	OU9_02976()	Inner_Membrane	r
OU9_01640-MONOMER	Inner_Membrane	OU9_01640()	Inner_Membrane	r
CPLX_Kabcpp-0	Inner_Membrane	OU9_01640()	Inner_Membrane	r
OU9_01641-MONOMER	Inner_Membrane	OU9_01641()	Inner_Membrane	r
CPLX_Kabcpp-0	Inner_Membrane	OU9_01641()	Inner_Membrane	r
OU9_02970-MONOMER	Inner_Membrane	OU9_02970()	Periplasm	s
CPLX_HISabcpp-0	Inner_Membrane	OU9_02970()	Periplasm	s
OU9_02590-MONOMER	Inner_Membrane	OU9_02590()	Inner_Membrane	r
OU9_05480-MONOMER	Inner_Membrane	OU9_05480()	Inner_Membrane	r
CPLX_PIuabcpp-0	Inner_Membrane	OU9_05480()	Inner_Membrane	r
OU9_05152-MONOMER	Inner_Membrane	OU9_05152()	Inner_Membrane	s
CPLX_MPTG-1	Inner_Membrane	OU9_05152()	Inner_Membrane	s
OU9_02414-MONOMER	Outer_Membrane	OU9_02414()	Outer_Membrane	sb
OU9_02066-MONOMER	Inner_Membrane	OU9_02066()	Inner_Membrane	r
OU9_03504-MONOMER	Inner_Membrane	OU9_03504()	Inner_Membrane	r
CPLX_BUTSO3abcpp-0	Inner_Membrane	OU9_03504()	Inner_Membrane	r
CPLX_rxn05620-3	Inner_Membrane	OU9_03504()	Inner_Membrane	r
OU9_03506-MONOMER	Inner_Membrane	OU9_03506()	Periplasm	s
CPLX_BUTSO3abcpp-0	Inner_Membrane	OU9_03506()	Periplasm	s
OU9_02308-MONOMER	Inner_Membrane	OU9_02308()	Inner_Membrane	r
OU9_02338-MONOMER	Inner_Membrane	OU9_02338()	Inner_Membrane	r
OU9_01185-MONOMER	Inner_Membrane	OU9_01185()	Inner_Membrane	r
OU9_04054-MONOMER	Inner_Membrane	OU9_04054()	Inner_Membrane	r
OU9_03235-MONOMER	Inner_Membrane	OU9_03235()	Inner_Membrane	r
CPLX_GLCabcpp-0	Inner_Membrane	OU9_03235()	Inner_Membrane	r
OU9_03822-MONOMER	Inner_Membrane	OU9_03822()	Periplasm	s
CPLX_GALURt2rpp-1	Inner_Membrane	OU9_03822()	Periplasm	s
OU9_05277-MONOMER	Inner_Membrane	OU9_05277()	Inner_Membrane	r
CPLX_GALURt2rpp-0	Inner_Membrane	OU9_05277()	Inner_Membrane	r
OU9_05199-MONOMER	Inner_Membrane	OU9_05199()	Inner_Membrane	p
CPLX_CTBTabcpp-0	Inner_Membrane	OU9_05199()	Inner_Membrane	p
CPLX_PROabcpp-0	Inner_Membrane	OU9_05199()	Inner_Membrane	p
OU9_05207-MONOMER	Inner_Membrane	OU9_05207()	Periplasm	s
CPLX_CTBTabcpp-0	Inner_Membrane	OU9_05207()	Periplasm	s
OU9_03779-MONOMER	Periplasm	OU9_03779()	Periplasm	s
OU9_00199-MONOMER	Inner_Membrane	OU9_00199()	Inner_Membrane	r
CPLX_THD2pp-0	Inner_Membrane	OU9_00199()	Inner_Membrane	r
OU9_00197-MONOMER	Inner_Membrane	OU9_00197()	Inner_Membrane	r
CPLX_THD2pp-0	Inner_Membrane	OU9_00197()	Inner_Membrane	r
OU9_00309-MONOMER	Inner_Membrane	OU9_00309()	Inner_Membrane	p
CPLX_PTRCabcpp-1	Inner_Membrane	OU9_00309()	Inner_Membrane	p
CPLX_PTRCabcpp-2	Inner_Membrane	OU9_00309()	Inner_Membrane	p
CPLX_PTRCabcpp-3	Inner_Membrane	OU9_00309()	Inner_Membrane	p
CPLX_PTRCabcpp-4	Inner_Membrane	OU9_00309()	Inner_Membrane	p
OU9_00308-MONOMER	Inner_Membrane	OU9_00308()	Inner_Membrane	r
CPLX_PTRCabcpp-1	Inner_Membrane	OU9_00308()	Inner_Membrane	r
CPLX_PTRCabcpp-2	Inner_Membrane	OU9_00308()	Inner_Membrane	r
CPLX_PTRCabcpp-3	Inner_Membrane	OU9_00308()	Inner_Membrane	r
CPLX_PTRCabcpp-4	Inner_Membrane	OU9_00308()	Inner_Membrane	r
OU9_01409-MONOMER	Inner_Membrane	OU9_01409()	Periplasm	s
OU9_01174-MONOMER	Inner_Membrane	OU9_01174()	Inner_Membrane	r
CPLX_NO3R1bpp_q8-0	Inner_Membrane	OU9_01174()	Inner_Membrane	r
OU9_01175-MONOMER	Inner_Membrane	OU9_01175()	Periplasm	s
CPLX_NO3R1bpp_q8-0	Inner_Membrane	OU9_01175()	Periplasm	s
OU9_01176-MONOMER	Inner_Membrane	OU9_01176()	Periplasm	t
CPLX_NO3R1bpp_q8-0	Inner_Membrane	OU9_01176()	Periplasm	t
OU9_04096-MONOMER	Inner_Membrane	OU9_04096()	Periplasm	s
CPLX_CBIuabcpp-0	Inner_Membrane	OU9_04096()	Periplasm	s
CPLX_CBIuabcpp-1	Inner_Membrane	OU9_04096()	Periplasm	s
OU9_04800-MONOMER	Inner_Membrane	OU9_04800()	Inner_Membrane	r
CPLX_CBIuabcpp-0	Inner_Membrane	OU9_04800()	Inner_Membrane	r
OU9_00355-MONOMER	Periplasm	OU9_00355()	Periplasm	s
OU9_03222-MONOMER	Inner_Membrane	OU9_03222()	Inner_Membrane	r
OU9_00878-MONOMER	Periplasm	OU9_00878()	Periplasm	s
OU9_02090-MONOMER	Periplasm	OU9_02090()	Periplasm	t
CPLX_CU1Opp-0	Periplasm	OU9_02090()	Periplasm	t
OU9_01088-MONOMER	Inner_Membrane	OU9_01088()	Periplasm	s
CPLX_ILEabcpp-0	Inner_Membrane	OU9_01088()	Periplasm	s
OU9_02324-MONOMER	Inner_Membrane	OU9_02324()	Inner_Membrane	r
OU9_03599-MONOMER	Inner_Membrane	OU9_03599()	Inner_Membrane	r
CPLX_FRUptspp-0	Inner_Membrane	OU9_03599()	Inner_Membrane	r
OU9_05622-MONOMER	Inner_Membrane	OU9_05622()	Inner_Membrane	r
CPLX_ZNabcpp-0	Inner_Membrane	OU9_05622()	Inner_Membrane	r
OU9_05619-MONOMER	Inner_Membrane	OU9_05619()	Periplasm	s
CPLX_ZNabcpp-0	Inner_Membrane	OU9_05619()	Periplasm	s
OU9_05659-MONOMER	Periplasm	OU9_05659()	Periplasm	t
OU9_01475-MONOMER	Inner_Membrane	OU9_01475()	Inner_Membrane	r
CPLX_PHEMEabcpp-0	Inner_Membrane	OU9_01475()	Inner_Membrane	r
OU9_01478-MONOMER	Inner_Membrane	OU9_01478()	Periplasm	s
OU9_01476-MONOMER	Inner_Membrane	OU9_01476()	Inner_Membrane	p
CPLX_PHEMEabcpp-0	Inner_Membrane	OU9_01476()	Inner_Membrane	p
OU9_04791-MONOMER	Inner_Membrane	OU9_04791()	Inner_Membrane	s
CPLX_MPTG-0	Inner_Membrane	OU9_04791()	Inner_Membrane	s
OU9_04037-MONOMER	Inner_Membrane	OU9_04037()	Inner_Membrane	r
OU9_00448-MONOMER	Inner_Membrane	OU9_00448()	Inner_Membrane	r
OU9_03350-MONOMER	Periplasm	OU9_03350()	Periplasm	s
OU9_05261-MONOMER	Inner_Membrane	OU9_05261()	Inner_Membrane	p
CPLX_LYSabcpp-0	Inner_Membrane	OU9_05261()	Inner_Membrane	p
OU9_05260-MONOMER	Inner_Membrane	OU9_05260()	Periplasm	s
CPLX_LYSabcpp-0	Inner_Membrane	OU9_05260()	Periplasm	s
OU9_05105-MONOMER	Inner_Membrane	OU9_05105()	Inner_Membrane	r
OU9_01349-MONOMER	Inner_Membrane	OU9_01349()	Periplasm	s
CPLX_ASPabcpp-0	Inner_Membrane	OU9_01349()	Periplasm	s
OU9_01348-MONOMER	Inner_Membrane	OU9_01348()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	OU9_01348()	Inner_Membrane	r
OU9_01347-MONOMER	Inner_Membrane	OU9_01347()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	OU9_01347()	Inner_Membrane	r
OU9_04578-MONOMER	Inner_Membrane	OU9_04578()	Inner_Membrane	r
OU9_04571-MONOMER	Inner_Membrane	OU9_04571()	Periplasm	s
OU9_05303-MONOMER	Inner_Membrane	OU9_05303()	Inner_Membrane	r
OU9_04731-MONOMER	Inner_Membrane	OU9_04731()	Inner_Membrane	r
OU9_03936-MONOMER	Inner_Membrane	OU9_03936()	Inner_Membrane	r
CPLX_CHLabcpp-1	Inner_Membrane	OU9_03936()	Inner_Membrane	r
CPLX_PROabcpp-2	Inner_Membrane	OU9_03936()	Inner_Membrane	r
OU9_03937-MONOMER	Inner_Membrane	OU9_03937()	Periplasm	s
CPLX_CHLabcpp-0	Inner_Membrane	OU9_03937()	Periplasm	s
CPLX_CHLabcpp-1	Inner_Membrane	OU9_03937()	Periplasm	s
CPLX_PROabcpp-2	Inner_Membrane	OU9_03937()	Periplasm	s
OU9_02232-MONOMER	Inner_Membrane	OU9_02232()	Inner_Membrane	r
OU9_01196-MONOMER	Inner_Membrane	OU9_01196()	Inner_Membrane	r
OU9_04812-MONOMER	Inner_Membrane	OU9_04812()	Inner_Membrane	r
OU9_00436-MONOMER	Outer_Membrane	OU9_00436()	Inner_Membrane	r
CPLX_CMtpp-0	Outer_Membrane	OU9_00436()	Inner_Membrane	r
CPLX_MINCYCtpp-0	Outer_Membrane	OU9_00436()	Inner_Membrane	r
OU9_00238-MONOMER	Inner_Membrane	OU9_00238()	Inner_Membrane	r
OU9_01287-MONOMER	Inner_Membrane	OU9_01287()	Inner_Membrane	r
OU9_03595-MONOMER	Inner_Membrane	OU9_03595()	Inner_Membrane	r
OU9_04434-MONOMER	Inner_Membrane	OU9_04434()	Inner_Membrane	r
OU9_04050-MONOMER	Inner_Membrane	OU9_04050()	Inner_Membrane	r
OU9_02858-MONOMER	Inner_Membrane	OU9_02858()	Inner_Membrane	r
OU9_02902-MONOMER	Periplasm	OU9_02902()	Periplasm	s
OU9_04588-MONOMER	Outer_Membrane	OU9_04588()	Outer_Membrane	sb
CPLX_FE3DHBZStonex-0	Outer_Membrane	OU9_04588()	Outer_Membrane	sb
OU9_02296-MONOMER	Inner_Membrane	OU9_02296()	Inner_Membrane	r
OU9_04465-MONOMER	Inner_Membrane	OU9_04465()	Inner_Membrane	p
OU9_03035-MONOMER	Inner_Membrane	OU9_03035()	Inner_Membrane	r
OU9_01224-MONOMER	Outer_Membrane	OU9_01224()	Outer_Membrane	pla
OU9_03922-MONOMER	Inner_Membrane	OU9_03922()	Inner_Membrane	r
OU9_02064-MONOMER	Inner_Membrane	OU9_02064()	Inner_Membrane	r
OU9_04014-MONOMER	Inner_Membrane	OU9_04014()	Inner_Membrane	r
CPLX_FE2t4pp-1	Inner_Membrane	OU9_04014()	Inner_Membrane	r
OU9_00796-MONOMER	Inner_Membrane	OU9_00796()	Inner_Membrane	r
OU9_05400-MONOMER	Inner_Membrane	OU9_05400()	Inner_Membrane	r
OU9_05626-MONOMER	Inner_Membrane	OU9_05626()	Inner_Membrane	pa
CPLX_METabcpp-0	Inner_Membrane	OU9_05626()	Inner_Membrane	pa
OU9_02368-MONOMER	Inner_Membrane	OU9_02368()	Inner_Membrane	r
CPLX_rxn05614-0	Inner_Membrane	OU9_02368()	Inner_Membrane	r
OU9_04490-MONOMER	Inner_Membrane	OU9_04490()	Inner_Membrane	r
OU9_03873-MONOMER	Inner_Membrane	OU9_03873()	Inner_Membrane	r
OU9_03872-MONOMER	Inner_Membrane	OU9_03872()	Inner_Membrane	r
OU9_04535-MONOMER	Inner_Membrane	OU9_04535()	Periplasm	s
OU9_04869-MONOMER	Inner_Membrane	OU9_04869()	Inner_Membrane	r
OU9_01885-MONOMER	Inner_Membrane	OU9_01885()	Periplasm	s
CPLX_MOBDabcpp-0	Inner_Membrane	OU9_01885()	Periplasm	s
OU9_04410-MONOMER	Inner_Membrane	OU9_04410()	Inner_Membrane	r
OU9_01368-MONOMER	Inner_Membrane	OU9_01368()	Inner_Membrane	p
OU9_05512-MONOMER	Inner_Membrane	OU9_05512()	Inner_Membrane	r
OU9_01949-MONOMER	Outer_Membrane	OU9_01949()	Outer_Membrane	sb
CPLX_FE3DHBZStonex-1	Outer_Membrane	OU9_01949()	Outer_Membrane	sb
CPLX_SALCHS4FEtonex-0	Outer_Membrane	OU9_01949()	Outer_Membrane	sb
OU9_02027-MONOMER	Inner_Membrane	OU9_02027()	Inner_Membrane	r
OU9_03950-MONOMER	Outer_Membrane	OU9_03950()	Outer_Membrane	sb
OU9_02963-MONOMER	Inner_Membrane	OU9_02963()	Inner_Membrane	r
CPLX_FE3DCITabcpp-0	Inner_Membrane	OU9_02963()	Inner_Membrane	r
CPLX_CBIuabcpp-1	Inner_Membrane	OU9_02963()	Inner_Membrane	r
OU9_04425-MONOMER	Inner_Membrane	OU9_04425()	Inner_Membrane	r
OU9_00360-MONOMER	Inner_Membrane	OU9_00360()	Inner_Membrane	r
OU9_03988-MONOMER	Inner_Membrane	OU9_03988()	Periplasm	s
CPLX_BUTSO3abcpp-1	Inner_Membrane	OU9_03988()	Periplasm	s
OU9_03986-MONOMER	Inner_Membrane	OU9_03986()	Inner_Membrane	r
CPLX_BUTSO3abcpp-1	Inner_Membrane	OU9_03986()	Inner_Membrane	r
