Complex	Complex_compartment	Protein	Protein_compartment	translocase_pathway
NCTC10038_01555-MONOMER	Inner_Membrane	NCTC10038_01555()	Inner_Membrane	r
NCTC10038_05084-MONOMER	Inner_Membrane	NCTC10038_05084()	Inner_Membrane	r
NCTC10038_05007-MONOMER	Periplasm	NCTC10038_05007()	Periplasm	s
NCTC10038_05281-MONOMER	Inner_Membrane	NCTC10038_05281()	Inner_Membrane	r
NCTC10038_03547-MONOMER	Inner_Membrane	NCTC10038_03547()	Inner_Membrane	r
NCTC10038_05280-MONOMER	Inner_Membrane	NCTC10038_05280()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	NCTC10038_05280()	Inner_Membrane	r
NCTC10038_05279-MONOMER	Inner_Membrane	NCTC10038_05279()	Inner_Membrane	r
CPLX_CIO3pp_q8-0	Inner_Membrane	NCTC10038_05279()	Inner_Membrane	r
NCTC10038_02233-MONOMER	Inner_Membrane	NCTC10038_02233()	Inner_Membrane	r
NCTC10038_05899-MONOMER	Inner_Membrane	NCTC10038_05899()	Inner_Membrane	r
NCTC10038_00098-MONOMER	Inner_Membrane	NCTC10038_00098()	Inner_Membrane	r
NCTC10038_01066-MONOMER	Inner_Membrane	NCTC10038_01066()	Inner_Membrane	r
NCTC10038_01578-MONOMER	Periplasm	NCTC10038_01578()	Periplasm	s
NCTC10038_00747-MONOMER	Inner_Membrane	NCTC10038_00747()	Inner_Membrane	r
NCTC10038_03974-MONOMER	Inner_Membrane	NCTC10038_03974()	Periplasm	s
NCTC10038_03972-MONOMER	Inner_Membrane	NCTC10038_03972()	Inner_Membrane	r
NCTC10038_06124-MONOMER	Inner_Membrane	NCTC10038_06124()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	NCTC10038_06124()	Inner_Membrane	r
NCTC10038_06119-MONOMER	Inner_Membrane	NCTC10038_06119()	Inner_Membrane	y
CPLX_ATPS4rpp-0	Inner_Membrane	NCTC10038_06119()	Inner_Membrane	y
NCTC10038_06126-MONOMER	Inner_Membrane	NCTC10038_06126()	Inner_Membrane	p
CPLX_ATPS4rpp-0	Inner_Membrane	NCTC10038_06126()	Inner_Membrane	p
NCTC10038_06125-MONOMER	Inner_Membrane	NCTC10038_06125()	Inner_Membrane	r
CPLX_ATPS4rpp-0	Inner_Membrane	NCTC10038_06125()	Inner_Membrane	r
NCTC10038_00258-MONOMER	Inner_Membrane	NCTC10038_00258()	Inner_Membrane	r
NCTC10038_01532-MONOMER	Inner_Membrane	NCTC10038_01532()	Periplasm	s
CPLX_ILEabcpp-0	Inner_Membrane	NCTC10038_01532()	Periplasm	s
NCTC10038_01530-MONOMER	Inner_Membrane	NCTC10038_01530()	Inner_Membrane	p
CPLX_ILEabcpp-0	Inner_Membrane	NCTC10038_01530()	Inner_Membrane	p
NCTC10038_01531-MONOMER	Inner_Membrane	NCTC10038_01531()	Inner_Membrane	r
CPLX_ILEabcpp-0	Inner_Membrane	NCTC10038_01531()	Inner_Membrane	r
NCTC10038_01546-MONOMER	Inner_Membrane	NCTC10038_01546()	Inner_Membrane	r
NCTC10038_05089-MONOMER	Inner_Membrane	NCTC10038_05089()	Inner_Membrane	r
NCTC10038_01047-MONOMER	Inner_Membrane	NCTC10038_01047()	Inner_Membrane	r
NCTC10038_02312-MONOMER	Inner_Membrane	NCTC10038_02312()	Inner_Membrane	r
NCTC10038_03550-MONOMER	Inner_Membrane	NCTC10038_03550()	Inner_Membrane	r
NCTC10038_04281-MONOMER	Periplasm	NCTC10038_04281()	Periplasm	s
NCTC10038_03145-MONOMER	Inner_Membrane	NCTC10038_03145()	Inner_Membrane	r
NCTC10038_03582-MONOMER	Inner_Membrane	NCTC10038_03582()	Periplasm	s
NCTC10038_04611-MONOMER	Inner_Membrane	NCTC10038_04611()	Inner_Membrane	r
NCTC10038_06032-MONOMER	Inner_Membrane	NCTC10038_06032()	Inner_Membrane	p
NCTC10038_05594-MONOMER	Outer_Membrane	NCTC10038_05594()	Outer_Membrane	sb
NCTC10038_05866-MONOMER	Inner_Membrane	NCTC10038_05866()	Inner_Membrane	r
NCTC10038_00716-MONOMER	Inner_Membrane	NCTC10038_00716()	Inner_Membrane	r
NCTC10038_00424-MONOMER	Inner_Membrane	NCTC10038_00424()	Inner_Membrane	r
CPLX_GLNabcpp-0	Inner_Membrane	NCTC10038_00424()	Inner_Membrane	r
NCTC10038_05346-MONOMER	Outer_Membrane	NCTC10038_05346()	Outer_Membrane	pla
NCTC10038_03141-MONOMER	Inner_Membrane	NCTC10038_03141()	Inner_Membrane	r
NCTC10038_00358-MONOMER	Inner_Membrane	NCTC10038_00358()	Inner_Membrane	r
NCTC10038_01563-MONOMER	Outer_Membrane	NCTC10038_01563()	Outer_Membrane	pla
CPLX_CMtpp-0	Outer_Membrane	NCTC10038_01563()	Outer_Membrane	pla
NCTC10038_00750-MONOMER	Outer_Membrane	NCTC10038_00750()	Inner_Membrane	r
NCTC10038_01109-MONOMER	Inner_Membrane	NCTC10038_01109()	Inner_Membrane	r
NCTC10038_01900-MONOMER	Inner_Membrane	NCTC10038_01900()	Inner_Membrane	r
CPLX_Kabcpp-0	Inner_Membrane	NCTC10038_01900()	Inner_Membrane	r
NCTC10038_02116-MONOMER	Inner_Membrane	NCTC10038_02116()	Inner_Membrane	r
NCTC10038_03551-MONOMER	Inner_Membrane	NCTC10038_03551()	Inner_Membrane	r
NCTC10038_00028-MONOMER	Inner_Membrane	NCTC10038_00028()	Inner_Membrane	r
NCTC10038_04870-MONOMER	Inner_Membrane	NCTC10038_04870()	Periplasm	s
NCTC10038_04872-MONOMER	Inner_Membrane	NCTC10038_04872()	Inner_Membrane	r
NCTC10038_04871-MONOMER	Inner_Membrane	NCTC10038_04871()	Inner_Membrane	r
NCTC10038_00453-MONOMER	Inner_Membrane	NCTC10038_00453()	Inner_Membrane	s
CPLX_MPTG-1	Inner_Membrane	NCTC10038_00453()	Inner_Membrane	s
NCTC10038_03497-MONOMER	Outer_Membrane	NCTC10038_03497()	Outer_Membrane	sb
NCTC10038_01304-MONOMER	Inner_Membrane	NCTC10038_01304()	Inner_Membrane	r
NCTC10038_05829-MONOMER	Inner_Membrane	NCTC10038_05829()	Inner_Membrane	r
CPLX_BUTSO3abcpp-0	Inner_Membrane	NCTC10038_05829()	Inner_Membrane	r
CPLX_rxn05620-0	Inner_Membrane	NCTC10038_05829()	Inner_Membrane	r
NCTC10038_04785-MONOMER	Inner_Membrane	NCTC10038_04785()	Periplasm	s
NCTC10038_01280-MONOMER	Inner_Membrane	NCTC10038_01280()	Inner_Membrane	r
NCTC10038_05136-MONOMER	Inner_Membrane	NCTC10038_05136()	Inner_Membrane	r
NCTC10038_04650-MONOMER	Inner_Membrane	NCTC10038_04650()	Inner_Membrane	r
NCTC10038_03579-MONOMER	Periplasm	NCTC10038_03579()	Periplasm	s
NCTC10038_05012-MONOMER	Inner_Membrane	NCTC10038_05012()	Inner_Membrane	r
NCTC10038_05348-MONOMER	Inner_Membrane	NCTC10038_05348()	Inner_Membrane	r
NCTC10038_04812-MONOMER	Inner_Membrane	NCTC10038_04812()	Inner_Membrane	r
CPLX_GLCabcpp-0	Inner_Membrane	NCTC10038_04812()	Inner_Membrane	r
NCTC10038_03396-MONOMER	Inner_Membrane	NCTC10038_03396()	Periplasm	s
CPLX_GALURt2rpp-0	Inner_Membrane	NCTC10038_03396()	Periplasm	s
NCTC10038_03394-MONOMER	Inner_Membrane	NCTC10038_03394()	Inner_Membrane	r
CPLX_GALURt2rpp-0	Inner_Membrane	NCTC10038_03394()	Inner_Membrane	r
NCTC10038_00409-MONOMER	Inner_Membrane	NCTC10038_00409()	Inner_Membrane	p
CPLX_PROabcpp-0	Inner_Membrane	NCTC10038_00409()	Inner_Membrane	p
NCTC10038_02620-MONOMER	Inner_Membrane	NCTC10038_02620()	Periplasm	s
NCTC10038_04979-MONOMER	Periplasm	NCTC10038_04979()	Periplasm	s
NCTC10038_00116-MONOMER	Inner_Membrane	NCTC10038_00116()	Inner_Membrane	r
CPLX_THD2pp-0	Inner_Membrane	NCTC10038_00116()	Inner_Membrane	r
NCTC10038_00118-MONOMER	Inner_Membrane	NCTC10038_00118()	Inner_Membrane	r
CPLX_THD2pp-0	Inner_Membrane	NCTC10038_00118()	Inner_Membrane	r
NCTC10038_05816-MONOMER	Inner_Membrane	NCTC10038_05816()	Inner_Membrane	p
CPLX_PTRCabcpp-0	Inner_Membrane	NCTC10038_05816()	Inner_Membrane	p
CPLX_PTRCabcpp-1	Inner_Membrane	NCTC10038_05816()	Inner_Membrane	p
CPLX_PTRCabcpp-2	Inner_Membrane	NCTC10038_05816()	Inner_Membrane	p
CPLX_PTRCabcpp-3	Inner_Membrane	NCTC10038_05816()	Inner_Membrane	p
NCTC10038_05817-MONOMER	Inner_Membrane	NCTC10038_05817()	Inner_Membrane	r
CPLX_PTRCabcpp-0	Inner_Membrane	NCTC10038_05817()	Inner_Membrane	r
CPLX_PTRCabcpp-1	Inner_Membrane	NCTC10038_05817()	Inner_Membrane	r
CPLX_PTRCabcpp-2	Inner_Membrane	NCTC10038_05817()	Inner_Membrane	r
CPLX_PTRCabcpp-3	Inner_Membrane	NCTC10038_05817()	Inner_Membrane	r
NCTC10038_05820-MONOMER	Inner_Membrane	NCTC10038_05820()	Periplasm	s
CPLX_PTRCabcpp-1	Inner_Membrane	NCTC10038_05820()	Periplasm	s
NCTC10038_03597-MONOMER	Inner_Membrane	NCTC10038_03597()	Periplasm	s
NCTC10038_03599-MONOMER	Inner_Membrane	NCTC10038_03599()	Inner_Membrane	r
NCTC10038_04530-MONOMER	Inner_Membrane	NCTC10038_04530()	Periplasm	t
NCTC10038_05404-MONOMER	Inner_Membrane	NCTC10038_05404()	Periplasm	s
NCTC10038_05191-MONOMER	Inner_Membrane	NCTC10038_05191()	Inner_Membrane	r
NCTC10038_03913-MONOMER	Periplasm	NCTC10038_03913()	Periplasm	s
NCTC10038_01262-MONOMER	Periplasm	NCTC10038_01262()	Periplasm	t
NCTC10038_03255-MONOMER	Inner_Membrane	NCTC10038_03255()	Inner_Membrane	r
NCTC10038_01513-MONOMER	Inner_Membrane	NCTC10038_01513()	Inner_Membrane	r
NCTC10038_00989-MONOMER	Inner_Membrane	NCTC10038_00989()	Inner_Membrane	r
CPLX_FRUptspp-0	Inner_Membrane	NCTC10038_00989()	Inner_Membrane	r
NCTC10038_00078-MONOMER	Inner_Membrane	NCTC10038_00078()	Inner_Membrane	r
CPLX_ZNabcpp-0	Inner_Membrane	NCTC10038_00078()	Inner_Membrane	r
NCTC10038_00081-MONOMER	Inner_Membrane	NCTC10038_00081()	Periplasm	s
CPLX_ZNabcpp-0	Inner_Membrane	NCTC10038_00081()	Periplasm	s
NCTC10038_03536-MONOMER	Outer_Membrane	NCTC10038_03536()	Outer_Membrane	sb
NCTC10038_06061-MONOMER	Periplasm	NCTC10038_06061()	Periplasm	t
NCTC10038_01981-MONOMER	Inner_Membrane	NCTC10038_01981()	Inner_Membrane	r
CPLX_PHEMEabcpp-0	Inner_Membrane	NCTC10038_01981()	Inner_Membrane	r
NCTC10038_01984-MONOMER	Inner_Membrane	NCTC10038_01984()	Periplasm	s
NCTC10038_01982-MONOMER	Inner_Membrane	NCTC10038_01982()	Inner_Membrane	p
CPLX_PHEMEabcpp-0	Inner_Membrane	NCTC10038_01982()	Inner_Membrane	p
NCTC10038_05185-MONOMER	Inner_Membrane	NCTC10038_05185()	Inner_Membrane	s
CPLX_MPTG-0	Inner_Membrane	NCTC10038_05185()	Inner_Membrane	s
NCTC10038_05332-MONOMER	Inner_Membrane	NCTC10038_05332()	Inner_Membrane	r
NCTC10038_02210-MONOMER	Inner_Membrane	NCTC10038_02210()	Inner_Membrane	r
NCTC10038_01500-MONOMER	Outer_Membrane	NCTC10038_01500()	Outer_Membrane	sb
NCTC10038_00355-MONOMER	Inner_Membrane	NCTC10038_00355()	Inner_Membrane	p
CPLX_LYSabcpp-0	Inner_Membrane	NCTC10038_00355()	Inner_Membrane	p
NCTC10038_00356-MONOMER	Inner_Membrane	NCTC10038_00356()	Periplasm	s
CPLX_LYSabcpp-0	Inner_Membrane	NCTC10038_00356()	Periplasm	s
NCTC10038_00526-MONOMER	Inner_Membrane	NCTC10038_00526()	Inner_Membrane	r
NCTC10038_01329-MONOMER	Inner_Membrane	NCTC10038_01329()	Periplasm	s
CPLX_ASPabcpp-0	Inner_Membrane	NCTC10038_01329()	Periplasm	s
NCTC10038_01328-MONOMER	Inner_Membrane	NCTC10038_01328()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	NCTC10038_01328()	Inner_Membrane	r
NCTC10038_01327-MONOMER	Inner_Membrane	NCTC10038_01327()	Inner_Membrane	r
CPLX_ASPabcpp-0	Inner_Membrane	NCTC10038_01327()	Inner_Membrane	r
NCTC10038_01012-MONOMER	Inner_Membrane	NCTC10038_01012()	Inner_Membrane	r
CPLX_ALAALAabcpp-0	Inner_Membrane	NCTC10038_01012()	Inner_Membrane	r
CPLX_ALAALAabcpp-1	Inner_Membrane	NCTC10038_01012()	Inner_Membrane	r
CPLX_rxn05542-0	Inner_Membrane	NCTC10038_01012()	Inner_Membrane	r
NCTC10038_01013-MONOMER	Inner_Membrane	NCTC10038_01013()	Inner_Membrane	r
CPLX_ALAALAabcpp-0	Inner_Membrane	NCTC10038_01013()	Inner_Membrane	r
CPLX_ALAALAabcpp-1	Inner_Membrane	NCTC10038_01013()	Inner_Membrane	r
CPLX_rxn05542-0	Inner_Membrane	NCTC10038_01013()	Inner_Membrane	r
NCTC10038_01018-MONOMER	Inner_Membrane	NCTC10038_01018()	Periplasm	s
NCTC10038_00274-MONOMER	Inner_Membrane	NCTC10038_00274()	Inner_Membrane	r
NCTC10038_01087-MONOMER	Inner_Membrane	NCTC10038_01087()	Inner_Membrane	r
NCTC10038_01004-MONOMER	Inner_Membrane	NCTC10038_01004()	Inner_Membrane	r
CPLX_PROabcpp-1	Inner_Membrane	NCTC10038_01004()	Inner_Membrane	r
NCTC10038_01005-MONOMER	Inner_Membrane	NCTC10038_01005()	Periplasm	s
NCTC10038_04852-MONOMER	Inner_Membrane	NCTC10038_04852()	Inner_Membrane	r
NCTC10038_04253-MONOMER	Inner_Membrane	NCTC10038_04253()	Inner_Membrane	r
NCTC10038_01564-MONOMER	Outer_Membrane	NCTC10038_01564()	Inner_Membrane	r
CPLX_CMtpp-0	Outer_Membrane	NCTC10038_01564()	Inner_Membrane	r
CPLX_MINCYCtpp-0	Outer_Membrane	NCTC10038_01564()	Inner_Membrane	r
NCTC10038_02323-MONOMER	Inner_Membrane	NCTC10038_02323()	Inner_Membrane	r
NCTC10038_04379-MONOMER	Inner_Membrane	NCTC10038_04379()	Inner_Membrane	r
NCTC10038_03144-MONOMER	Inner_Membrane	NCTC10038_03144()	Inner_Membrane	r
NCTC10038_04819-MONOMER	Inner_Membrane	NCTC10038_04819()	Inner_Membrane	r
NCTC10038_05344-MONOMER	Inner_Membrane	NCTC10038_05344()	Inner_Membrane	r
NCTC10038_02094-MONOMER	Inner_Membrane	NCTC10038_02094()	Inner_Membrane	r
NCTC10038_01924-MONOMER	Periplasm	NCTC10038_01924()	Periplasm	s
NCTC10038_03135-MONOMER	Inner_Membrane	NCTC10038_03135()	Inner_Membrane	r
NCTC10038_01228-MONOMER	Inner_Membrane	NCTC10038_01228()	Inner_Membrane	r
NCTC10038_00999-MONOMER	Outer_Membrane	NCTC10038_00999()	Outer_Membrane	sb
NCTC10038_03219-MONOMER	Inner_Membrane	NCTC10038_03219()	Inner_Membrane	r
NCTC10038_04964-MONOMER	Inner_Membrane	NCTC10038_04964()	Inner_Membrane	p
NCTC10038_05010-MONOMER	Outer_Membrane	NCTC10038_05010()	Outer_Membrane	sb
NCTC10038_03711-MONOMER	Inner_Membrane	NCTC10038_03711()	Inner_Membrane	r
NCTC10038_05677-MONOMER	Outer_Membrane	NCTC10038_05677()	Outer_Membrane	pla
NCTC10038_04525-MONOMER	Inner_Membrane	NCTC10038_04525()	Inner_Membrane	r
NCTC10038_03216-MONOMER	Inner_Membrane	NCTC10038_03216()	Inner_Membrane	r
NCTC10038_05315-MONOMER	Inner_Membrane	NCTC10038_05315()	Inner_Membrane	r
NCTC10038_00498-MONOMER	Inner_Membrane	NCTC10038_00498()	Inner_Membrane	r
NCTC10038_05928-MONOMER	Inner_Membrane	NCTC10038_05928()	Inner_Membrane	r
NCTC10038_00234-MONOMER	Inner_Membrane	NCTC10038_00234()	Inner_Membrane	pa
NCTC10038_00245-MONOMER	Inner_Membrane	NCTC10038_00245()	Inner_Membrane	r
CPLX_rxn05614-0	Inner_Membrane	NCTC10038_00245()	Inner_Membrane	r
NCTC10038_01132-MONOMER	Inner_Membrane	NCTC10038_01132()	Inner_Membrane	r
NCTC10038_01254-MONOMER	Inner_Membrane	NCTC10038_01254()	Inner_Membrane	r
CPLX_K2L4Aabctex-0	Inner_Membrane	NCTC10038_01254()	Inner_Membrane	r
NCTC10038_01255-MONOMER	Inner_Membrane	NCTC10038_01255()	Inner_Membrane	r
CPLX_K2L4Aabctex-0	Inner_Membrane	NCTC10038_01255()	Inner_Membrane	r
NCTC10038_01073-MONOMER	Inner_Membrane	NCTC10038_01073()	Periplasm	s
CPLX_K2L4Aabctex-0	Inner_Membrane	NCTC10038_01073()	Periplasm	s
NCTC10038_05244-MONOMER	Inner_Membrane	NCTC10038_05244()	Inner_Membrane	r
NCTC10038_03209-MONOMER	Inner_Membrane	NCTC10038_03209()	Inner_Membrane	r
CPLX_MOBDabcpp-0	Inner_Membrane	NCTC10038_03209()	Inner_Membrane	r
NCTC10038_03208-MONOMER	Inner_Membrane	NCTC10038_03208()	Periplasm	s
CPLX_MOBDabcpp-0	Inner_Membrane	NCTC10038_03208()	Periplasm	s
NCTC10038_03363-MONOMER	Inner_Membrane	NCTC10038_03363()	Inner_Membrane	r
NCTC10038_02163-MONOMER	Inner_Membrane	NCTC10038_02163()	Inner_Membrane	p
NCTC10038_06070-MONOMER	Inner_Membrane	NCTC10038_06070()	Inner_Membrane	r
NCTC10038_00743-MONOMER	Inner_Membrane	NCTC10038_00743()	Inner_Membrane	r
NCTC10038_02501-MONOMER	Inner_Membrane	NCTC10038_02501()	Periplasm	s
NCTC10038_01234-MONOMER	Outer_Membrane	NCTC10038_01234()	Outer_Membrane	sb
NCTC10038_04018-MONOMER	Inner_Membrane	NCTC10038_04018()	Periplasm	s
NCTC10038_04016-MONOMER	Inner_Membrane	NCTC10038_04016()	Inner_Membrane	r
NCTC10038_04017-MONOMER	Inner_Membrane	NCTC10038_04017()	Inner_Membrane	r
NCTC10038_03078-MONOMER	Inner_Membrane	NCTC10038_03078()	Inner_Membrane	r
NCTC10038_00721-MONOMER	Inner_Membrane	NCTC10038_00721()	Inner_Membrane	r
NCTC10038_00264-MONOMER	Inner_Membrane	NCTC10038_00264()	Periplasm	s
NCTC10038_00262-MONOMER	Inner_Membrane	NCTC10038_00262()	Inner_Membrane	r
NCTC10038_05402-MONOMER	Outer_Membrane	NCTC10038_05402()	Outer_Membrane	sb
NCTC10038_02872-MONOMER	Periplasm	NCTC10038_02872()	Periplasm	s
NCTC10038_03242-MONOMER	Inner_Membrane	NCTC10038_03242()	Inner_Membrane	r
NCTC10038_03069-MONOMER	Inner_Membrane	NCTC10038_03069()	Inner_Membrane	r
NCTC10038_05551-MONOMER	Inner_Membrane	NCTC10038_05551()	Inner_Membrane	r
NCTC10038_00036-MONOMER	Inner_Membrane	NCTC10038_00036()	Inner_Membrane	r
NCTC10038_00429-MONOMER	Inner_Membrane	NCTC10038_00429()	Inner_Membrane	p
NCTC10038_05458-MONOMER	Inner_Membrane	NCTC10038_05458()	Inner_Membrane	r
NCTC10038_05493-MONOMER	Inner_Membrane	NCTC10038_05493()	Inner_Membrane	r
NCTC10038_05048-MONOMER	Inner_Membrane	NCTC10038_05048()	Inner_Membrane	r
NCTC10038_05047-MONOMER	Inner_Membrane	NCTC10038_05047()	Inner_Membrane	r
NCTC10038_03745-MONOMER	Periplasm	NCTC10038_03745()	Periplasm	s
NCTC10038_00800-MONOMER	Outer_Membrane	NCTC10038_00800()	Outer_Membrane	pla
NCTC10038_01822-MONOMER	Inner_Membrane	NCTC10038_01822()	Inner_Membrane	r
NCTC10038_01458-MONOMER	Outer_Membrane	NCTC10038_01458()	Outer_Membrane	sb
